protein_id	locus_tag	gene_length
AQZ91002.1	B4U62_11435	612
AQZ91003.1	B4U62_11440	327
AQZ91004.1	B4U62_11445	195
AQZ91005.1	B4U62_11450	2520
AQZ91006.1	B4U62_11455	279
AQZ91007.1	B4U62_11460	192
AQZ91008.1	B4U62_11465	1218
AQZ91009.1	B4U62_11470	411
AQZ91010.1	B4U62_11475	501
AQZ91011.1	B4U62_11480	921
AQZ91012.1	B4U62_11485	1770
AQZ91013.1	B4U62_11490	1521
AQZ91014.1	B4U62_11495	1437
AQZ91015.1	B4U62_11500	537
AQZ91016.1	B4U62_11505	1017
AQZ91017.1	B4U62_11510	471
AQZ91018.1	B4U62_11515	396
AQZ91019.1	B4U62_11520	255
AQZ91020.1	B4U62_11525	651
AQZ91021.1	B4U62_11530	507
AQZ91022.1	B4U62_11535	711
AQZ91023.1	B4U62_11540	798
AQZ91024.1	B4U62_11545	612
AQZ91025.1	B4U62_11550	228
AQZ91026.1	B4U62_11555	357
AQZ91027.1	B4U62_11560	1218
AQZ91028.1	B4U62_11565	351
AQZ91029.1	B4U62_11570	192
AQZ91030.1	B4U62_11575	501
AQZ91031.1	B4U62_11580	420
AQZ91032.1	B4U62_11585	1002
AQZ91033.1	B4U62_11590	330
AQZ91034.1	B4U62_11595	687
AQZ91035.1	B4U62_11600	177
AQZ91036.1	B4U62_11605	447
AQZ91037.1	B4U62_11610	684
AQZ91038.1	B4U62_11615	6858
AQZ91039.1	B4U62_11620	759
AQZ91040.1	B4U62_11625	2628
AQZ91041.1	B4U62_11630	822
AQZ91042.1	B4U62_11635	1935
AQZ91043.1	B4U62_11640	825
AQZ91044.1	B4U62_11645	219
AQZ91045.1	B4U62_11650	1104
AQZ91046.1	B4U62_11655	213
AQZ91047.1	B4U62_11660	267
AQZ91048.1	B4U62_11665	447
AQZ91049.1	B4U62_11670	1269
AQZ91050.1	B4U62_11675	414
AQZ91051.1	B4U62_11680	2118
AQZ91052.1	B4U62_11685	171
AQZ91053.1	B4U62_11690	318
AQZ91054.1	B4U62_11695	1251
AQZ91055.1	B4U62_11700	333
AQZ91056.1	B4U62_11705	336
AQZ91057.1	B4U62_11710	357
AQZ91058.1	B4U62_11715	468
AQZ91059.1	B4U62_11720	534
AQZ91060.1	B4U62_11725	579
AQZ91061.1	B4U62_11730	498
AQZ91062.1	B4U62_11735	1716
AQZ91063.1	B4U62_11740	558
AQZ91064.1	B4U62_11745	240
AQZ91065.1	B4U62_11750	1074
AQZ91066.1	B4U62_11755	891
AQZ91067.1	B4U62_11760	483
AQZ91068.1	B4U62_11765	819
AQZ91069.1	B4U62_11770	516
AQZ91070.1	B4U62_11775	711
AQZ91071.1	B4U62_11780	1638
AQZ93074.1	B4U62_11785	591
AQZ91072.1	B4U62_11790	432
AQZ91073.1	B4U62_11795	534
AQZ91074.1	B4U62_11800	426
AQZ91075.1	B4U62_11805	1338
AQZ91076.1	B4U62_11810	195
AQZ91077.1	B4U62_11815	564
AQZ91078.1	B4U62_11820	768
AQZ91079.1	B4U62_11825	582
AQZ91080.1	B4U62_11830	252
AQZ91081.1	B4U62_11835	1269
AQZ91082.1	B4U62_11840	996
AQZ91083.1	B4U62_11845	642
AQZ91084.1	B4U62_11850	621
AQZ91085.1	B4U62_11855	507
AQZ91086.1	B4U62_11860	795
AQZ91087.1	B4U62_11865	534
AQZ91088.1	B4U62_11870	612
AQZ91089.1	B4U62_11875	774
AQZ91090.1	B4U62_11880	435
AQZ91091.1	B4U62_11885	1677
AQZ91092.1	B4U62_11890	1134
AQZ91093.1	B4U62_11895	618
AQZ91094.1	B4U62_11900	483
AQZ91095.1	B4U62_11905	906
AQZ91096.1	B4U62_11910	1149
AQZ91097.1	B4U62_11915	201
AQZ91098.1	B4U62_11920	183
AQZ91099.1	B4U62_11925	270
AQZ91100.1	B4U62_11930	183
AQZ91101.1	B4U62_11935	681
AQZ91102.1	B4U62_11940	690
AQZ91103.1	B4U62_11945	399
AQZ91104.1	B4U62_11950	129
AQZ91105.1	B4U62_11955	891
AQZ91106.1	B4U62_11960	147
AQZ91107.1	B4U62_11965	258
AQZ91108.1	B4U62_11970	3582
AQZ91109.1	B4U62_11975	102
AQZ91110.1	B4U62_11980	507
AQZ91111.2	B4U62_11985	1098
AQZ91112.1	B4U62_11990	1317
AQZ91113.1	B4U62_11995	585
AQZ91114.1	B4U62_12000	1506
AQZ91115.1	B4U62_12005	993
AQZ91116.1	B4U62_12010	591
AQZ91117.1	B4U62_12015	975
AQZ91118.1	B4U62_12020	1020
AQZ91119.1	B4U62_12025	828
AQZ91120.1	B4U62_12030	765
AQZ91121.1	B4U62_12035	1926
AQZ93075.1	B4U62_12040	192
AQZ91122.1	B4U62_12045	153
AQZ91123.1	B4U62_12050	1158
AQZ91124.1	B4U62_12060	297
AQZ91125.1	B4U62_12065	630
AQZ91126.1	B4U62_12070	228
AQZ91127.1	B4U62_12075	1242
AQZ91128.1	B4U62_12080	2250
AQZ93076.1	B4U62_12085	507
AQZ91129.1	B4U62_12090	420
AQZ91130.1	B4U62_12095	378
AQZ91131.1	B4U62_12100	189
AQZ91132.1	B4U62_12105	372
AQZ91133.1	B4U62_12110	246
AQZ91134.1	B4U62_12115	105
AQZ91135.1	B4U62_12120	963
AQZ91136.1	B4U62_12125	621
AQZ91137.1	B4U62_12130	2745
AQZ91138.1	B4U62_12135	495
AQZ91139.1	B4U62_12140	660
AQZ91140.1	B4U62_12145	699
AQZ93077.1	B4U62_12150	1293
AQZ91141.1	B4U62_12155	1182
AQZ91142.1	B4U62_12160	486
AQZ91143.1	B4U62_12165	171
AQZ91144.1	B4U62_12170	2796
AQZ91145.1	B4U62_12175	384
AQZ91146.1	B4U62_12180	861
AQZ91147.1	B4U62_12185	834
AQZ91148.1	B4U62_12190	978
AQZ91149.1	B4U62_12195	1194
AQZ91150.1	B4U62_12200	1134
AQZ91151.1	B4U62_12205	711
AQZ91152.1	B4U62_12210	414
AQZ91153.1	B4U62_12215	804
AQZ91154.1	B4U62_12220	336
AQZ91155.1	B4U62_12225	873
AQZ91156.1	B4U62_12230	795
AQZ93078.1	B4U62_12235	558
AQZ91157.1	B4U62_12240	768
AQZ91158.1	B4U62_12245	675
AQZ91159.1	B4U62_12250	504
AQZ91160.1	B4U62_12255	447
AQZ91161.1	B4U62_12260	540
AQZ93079.1	B4U62_12265	1272
AQZ93080.1	B4U62_12270	1287
AQZ91162.1	B4U62_12275	1116
AQZ91163.1	B4U62_12280	1083
AQZ91164.1	B4U62_12285	804
AQZ91165.1	B4U62_12290	1203
AQZ91166.1	B4U62_12295	648
AQZ91167.1	B4U62_12300	753
AQZ91168.1	B4U62_12310	1548
AQZ91169.1	B4U62_12315	384
AQZ91170.1	B4U62_12320	1089
AQZ91171.1	B4U62_12325	1173
AQZ91172.1	B4U62_12330	771
AQZ91173.1	B4U62_12335	450
AQZ91174.1	B4U62_12340	1047
AQZ91175.1	B4U62_12345	702
AQZ91176.1	B4U62_12350	756
AQZ91177.1	B4U62_12355	228
AQZ91178.1	B4U62_12360	573
AQZ91179.1	B4U62_12365	279
AQZ91180.1	B4U62_12370	1479
AQZ91181.1	B4U62_12375	735
AQZ91182.1	B4U62_12380	204
AQZ91183.1	B4U62_12385	1038
AQZ91184.1	B4U62_12390	1311
AQZ91185.1	B4U62_12395	195
AQZ91186.1	B4U62_12400	894
AQZ91187.1	B4U62_12405	600
AQZ91188.1	B4U62_12410	138
AQZ93081.1	B4U62_12415	1050
AQZ91189.1	B4U62_12420	1149
AQZ91190.1	B4U62_12425	675
AQZ91191.1	B4U62_12430	177
AQZ91192.1	B4U62_12435	654
AQZ91193.1	B4U62_12440	1353
AQZ91194.1	B4U62_12445	918
AQZ91195.1	B4U62_12450	657
AQZ91196.1	B4U62_12455	975
AQZ91197.1	B4U62_12460	1275
AQZ91198.1	B4U62_12465	585
AQZ91199.1	B4U62_12470	780
AQZ91200.1	B4U62_12475	444
AQZ91201.1	B4U62_12480	723
AQZ93082.1	B4U62_12485	570
AQZ91202.1	B4U62_12490	1491
AQZ91203.1	B4U62_12495	1059
AQZ91204.1	B4U62_12500	249
AQZ91205.1	B4U62_12505	573
AQZ91206.1	B4U62_12510	1578
AQZ91207.1	B4U62_12515	768
AQZ91208.1	B4U62_12520	1107
AQZ91209.1	B4U62_12525	585
AQZ91210.1	B4U62_12530	1770
AQZ91211.1	B4U62_12535	723
AQZ91212.1	B4U62_12540	1176
AQZ91213.1	B4U62_12545	1629
AQZ91214.1	B4U62_12550	540
AQZ91215.1	B4U62_12555	735
AQZ91216.1	B4U62_12560	537
AQZ91217.1	B4U62_12565	591
AQZ91218.1	B4U62_12570	1149
AQZ91219.1	B4U62_12575	540
AQZ91220.1	B4U62_12580	594
AQZ93083.1	B4U62_12585	756
AQZ91221.1	B4U62_12590	525
AQZ91222.1	B4U62_12595	375
AQZ91223.1	B4U62_12600	465
AQZ91224.1	B4U62_12605	1197
AQZ91225.1	B4U62_12610	648
AQZ91226.1	B4U62_12615	1086
AQZ91227.1	B4U62_12620	345
AQZ91228.1	B4U62_12625	555
AQZ91229.1	B4U62_12630	237
AQZ91230.1	B4U62_12635	207
AQZ91231.1	B4U62_12645	390
AQZ91232.1	B4U62_12650	204
AQZ91233.1	B4U62_12655	213
AQZ91234.1	B4U62_12660	432
AQZ91235.1	B4U62_12670	873
AQZ93084.1	B4U62_12675	1320
AQZ91236.1	B4U62_12680	1482
AQZ91237.1	B4U62_12685	612
AQZ91238.1	B4U62_12690	351
AQZ91239.1	B4U62_12695	1017
AQZ91240.1	B4U62_12700	453
AQZ91241.1	B4U62_12705	426
AQZ93085.1	B4U62_12710	621
AQZ91242.1	B4U62_12715	768
AQZ91243.1	B4U62_12720	441
AQZ91244.1	B4U62_12725	354
AQZ91245.1	B4U62_12730	1170
AQZ91246.1	B4U62_12735	816
AQZ91247.1	B4U62_12740	1185
AQZ91248.1	B4U62_12745	891
AQZ91249.1	B4U62_12750	228
AQZ91250.1	B4U62_12755	450
AQZ91251.1	B4U62_12760	645
AQZ91252.1	B4U62_12765	216
AQZ91253.1	B4U62_12770	1320
AQZ91254.1	B4U62_12775	1407
AQZ91255.1	B4U62_12780	1428
AQZ91256.1	B4U62_12785	990
AQZ91257.1	B4U62_12790	351
AQZ91258.1	B4U62_12795	1164
AQZ91259.1	B4U62_12800	558
AQZ91260.1	B4U62_12805	123
AQZ91261.1	B4U62_12810	921
AQZ93086.1	B4U62_12815	225
AQZ91262.1	B4U62_12820	918
AQZ91263.1	B4U62_12825	240
AQZ91264.1	B4U62_12830	324
AQZ91265.1	B4U62_12835	1032
AQZ91266.1	B4U62_12840	345
AQZ91267.1	B4U62_12845	471
AQZ91268.1	B4U62_12850	339
AQZ91269.1	B4U62_12855	1239
AQZ91270.1	B4U62_12860	207
AQZ91271.1	B4U62_12865	1233
AQZ91272.1	B4U62_12870	192
AQZ91273.1	B4U62_12875	387
AQZ91274.1	B4U62_12880	960
AQZ91275.1	B4U62_12885	1347
AQZ91276.1	B4U62_12890	780
AQZ91277.1	B4U62_12895	960
AQZ91278.1	B4U62_12900	837
AQZ91279.1	B4U62_12905	1644
AQZ91280.1	B4U62_12910	1017
AQZ91281.1	B4U62_12915	762
AQZ91282.1	B4U62_12925	924
AQZ91283.1	B4U62_12930	1470
AQZ91284.1	B4U62_12935	1410
AQZ91285.1	B4U62_12940	1245
AQZ93087.1	B4U62_12945	288
AQZ91286.1	B4U62_12950	828
AQZ91287.1	B4U62_12955	729
AQZ91288.1	B4U62_12960	1116
AQZ93088.1	B4U62_12965	1524
AQZ91289.1	B4U62_12970	423
AQZ91290.1	B4U62_12975	531
AQZ91291.1	B4U62_12980	969
AQZ91292.1	B4U62_12985	723
AQZ91293.1	B4U62_12990	660
AQZ91294.1	B4U62_12995	768
AQZ91295.1	B4U62_13000	438
AQZ91296.1	B4U62_13005	894
AQZ91297.1	B4U62_13010	1170
AQZ91298.1	B4U62_13015	837
AQZ91299.1	B4U62_13020	1275
AQZ91300.1	B4U62_13025	984
AQZ91301.1	B4U62_13035	1092
AQZ91302.1	B4U62_13040	1095
AQZ91303.1	B4U62_13045	900
AQZ91304.1	B4U62_13050	2079
AQZ91305.1	B4U62_13055	237
AQZ91306.1	B4U62_13060	906
AQZ91307.1	B4U62_13065	1419
AQZ91308.1	B4U62_13070	1119
AQZ91309.1	B4U62_13075	1140
AQZ91310.1	B4U62_13080	864
AQZ91311.1	B4U62_13090	732
AQZ91312.1	B4U62_13095	621
AQZ91313.1	B4U62_13100	294
AQZ91314.1	B4U62_13105	1119
AQZ91315.1	B4U62_13110	804
AQZ91316.1	B4U62_13115	1281
AQZ91317.1	B4U62_13120	1731
AQZ91318.1	B4U62_13125	450
AQZ91319.1	B4U62_13130	846
AQZ91320.1	B4U62_13135	1902
AQZ91321.1	B4U62_13140	891
AQZ91322.1	B4U62_13145	255
AQZ91323.1	B4U62_13150	1347
AQZ91324.1	B4U62_13155	852
AQZ91325.1	B4U62_13160	396
AQZ91326.1	B4U62_13165	408
AQZ91327.1	B4U62_13170	1353
AQZ91328.1	B4U62_13175	480
AQZ91329.1	B4U62_13180	657
AQZ91330.1	B4U62_13185	690
AQZ91331.1	B4U62_13190	621
AQZ91332.1	B4U62_13195	1200
AQZ91333.1	B4U62_13200	402
AQZ91334.1	B4U62_13205	207
AQZ91335.1	B4U62_13210	516
AQZ91336.1	B4U62_13215	924
AQZ91337.1	B4U62_13220	282
AQZ91338.1	B4U62_13225	558
AQZ91339.1	B4U62_13230	1062
AQZ91340.1	B4U62_13235	447
AQZ91341.1	B4U62_13240	537
AQZ91342.1	B4U62_13245	957
AQZ91343.1	B4U62_13250	396
AQZ91344.1	B4U62_13255	876
AQZ91345.1	B4U62_13260	429
AQZ91346.1	B4U62_13265	837
AQZ91347.1	B4U62_13270	381
AQZ91348.1	B4U62_13275	1467
AQZ91349.1	B4U62_13280	1347
AQZ91350.1	B4U62_13285	1089
AQZ91351.1	B4U62_13290	1674
AQZ91352.1	B4U62_13295	795
AQZ91353.1	B4U62_13300	174
AQZ91354.1	B4U62_13305	336
AQZ91355.1	B4U62_13310	786
AQZ93089.1	B4U62_13315	573
AQZ91356.1	B4U62_13320	762
AQZ93090.1	B4U62_13325	327
AQZ91357.1	B4U62_13330	180
AQZ91358.1	B4U62_13335	375
AQZ91359.1	B4U62_13340	384
AQZ91360.1	B4U62_13345	348
AQZ91361.1	B4U62_13350	432
AQZ91362.1	B4U62_13355	297
AQZ91363.2	B4U62_13360	972
AQZ91364.1	B4U62_13365	1071
AQZ91365.1	B4U62_13375	954
AQZ91366.1	B4U62_13380	1329
AQZ91367.1	B4U62_13385	837
AQZ91368.1	B4U62_13395	381
AQZ91369.1	B4U62_13400	246
AQZ91370.1	B4U62_13405	636
AQZ91371.1	B4U62_13410	174
AQZ91372.1	B4U62_13415	315
AQZ91373.1	B4U62_13420	1062
AQZ91374.1	B4U62_13425	1131
AQZ91375.1	B4U62_13430	1917
AQZ91376.1	B4U62_13435	966
AQZ91377.1	B4U62_13440	216
AQZ91378.1	B4U62_13445	1524
AQZ91379.1	B4U62_13450	174
AQZ91380.1	B4U62_13455	564
AQZ91381.1	B4U62_13460	150
AQZ91382.1	B4U62_13465	1080
AQZ91383.1	B4U62_13470	471
AQZ91384.1	B4U62_13475	354
AQZ91385.1	B4U62_13480	465
AQZ91386.1	B4U62_13485	783
AQZ91387.1	B4U62_13490	810
AQZ91388.1	B4U62_13495	885
AQZ91389.1	B4U62_13500	930
AQZ91390.1	B4U62_13505	903
AQZ91391.1	B4U62_13510	2151
AQZ91392.1	B4U62_13515	1293
AQZ91393.1	B4U62_13520	609
AQZ91394.1	B4U62_13525	483
AQZ91395.1	B4U62_13530	768
AQZ91396.1	B4U62_13535	429
AQZ91397.1	B4U62_13540	300
AQZ91398.1	B4U62_13545	1134
AQZ93091.1	B4U62_13550	390
AQZ91399.1	B4U62_13555	582
AQZ91400.1	B4U62_13560	438
AQZ91401.1	B4U62_13565	882
AQZ91402.1	B4U62_13570	255
AQZ91403.1	B4U62_13575	894
AQZ91404.1	B4U62_13580	1317
AQZ91405.1	B4U62_13585	744
AQZ91406.1	B4U62_13590	945
AQZ91407.1	B4U62_13595	1122
AQZ93092.1	B4U62_13600	690
AQZ91408.1	B4U62_13605	363
AQZ91409.1	B4U62_13610	180
AQZ91410.1	B4U62_13615	1116
AQZ91411.1	B4U62_13620	1812
AQZ91412.1	B4U62_13625	495
AQZ91413.1	B4U62_13630	813
AQZ93093.1	B4U62_13635	639
AQZ91414.1	B4U62_13640	2040
AQZ93094.1	B4U62_13645	888
AQZ91415.1	B4U62_13650	768
AQZ91416.1	B4U62_13655	144
AQZ91417.1	B4U62_13660	906
AQZ91418.1	B4U62_13665	411
AQZ91419.1	B4U62_13670	372
AQZ91420.1	B4U62_13675	474
AQZ91421.1	B4U62_13680	2136
AQZ91422.1	B4U62_13685	960
AQZ91423.1	B4U62_13690	1197
AQZ91424.1	B4U62_13695	282
AQZ91425.1	B4U62_13700	420
AQZ91426.1	B4U62_13710	1314
AQZ91427.1	B4U62_13715	447
AQZ91428.1	B4U62_13720	174
AQZ91429.1	B4U62_13725	924
AQZ91430.1	B4U62_13730	1356
AQZ91431.1	B4U62_13735	771
AQZ91432.1	B4U62_13740	936
AQZ91433.1	B4U62_13745	1128
AQZ91434.1	B4U62_13750	1836
AQZ91435.1	B4U62_13755	564
AQZ91436.1	B4U62_13760	1032
AQZ91437.1	B4U62_13765	1140
AQZ91438.1	B4U62_13770	1839
AQZ91439.1	B4U62_13775	339
AQZ91440.1	B4U62_13780	1206
AQZ91441.1	B4U62_13785	1107
AQZ91442.1	B4U62_13790	267
AQZ91443.1	B4U62_13795	1044
AQZ91444.1	B4U62_13800	135
AQZ91445.1	B4U62_13805	2331
AQZ91446.1	B4U62_13810	570
AQZ91447.1	B4U62_13815	618
AQZ91448.1	B4U62_13820	822
AQZ91449.1	B4U62_13825	744
AQZ91450.1	B4U62_13830	357
AQZ91451.1	B4U62_13835	561
AQZ91452.1	B4U62_13840	570
AQZ91453.1	B4U62_13845	291
AQZ91454.1	B4U62_13850	843
AQZ91455.1	B4U62_13855	1101
AQZ91456.1	B4U62_13860	519
AQZ91457.1	B4U62_13865	141
AQZ91458.1	B4U62_13870	732
AQZ91459.1	B4U62_13875	753
AQZ91460.1	B4U62_13880	627
AQZ91461.1	B4U62_13885	894
AQZ91462.1	B4U62_13890	723
AQZ91463.1	B4U62_13895	411
AQZ91464.1	B4U62_13900	471
AQZ91465.1	B4U62_13905	1503
AQZ91466.1	B4U62_13910	195
AQZ91467.1	B4U62_13915	420
AQZ91468.1	B4U62_13920	1041
AQZ91469.1	B4U62_13925	441
AQZ91470.1	B4U62_13930	318
AQZ91471.1	B4U62_13935	765
AQZ91472.1	B4U62_13940	1128
AQZ91473.1	B4U62_13945	135
AQZ91474.1	B4U62_13950	159
AQZ91475.1	B4U62_13955	1596
AQZ91476.1	B4U62_13960	579
AQZ91477.1	B4U62_13965	363
AQZ91478.1	B4U62_13970	480
AQZ91479.1	B4U62_13975	819
AQZ91480.1	B4U62_13980	423
AQZ91481.1	B4U62_13985	894
AQZ91482.1	B4U62_13990	165
AQZ91483.1	B4U62_13995	336
AQZ91484.1	B4U62_14000	1101
AQZ91485.1	B4U62_14005	273
AQZ91486.1	B4U62_14010	579
AQZ91487.1	B4U62_14015	1047
AQZ91488.1	B4U62_14020	426
AQZ91489.1	B4U62_14025	264
AQZ91490.1	B4U62_14030	981
AQZ91491.1	B4U62_14035	660
AQZ91492.1	B4U62_14040	4758
AQZ91493.1	B4U62_14045	138
AQZ91494.1	B4U62_14050	450
AQZ91495.1	B4U62_14055	180
AQZ91496.1	B4U62_14060	186
AQZ91497.1	B4U62_14065	444
AQZ91498.1	B4U62_14070	1401
AQZ91499.1	B4U62_14075	192
AQZ91500.1	B4U62_14080	438
AQZ91501.1	B4U62_14085	504
AQZ91502.1	B4U62_14090	363
AQZ91503.1	B4U62_14095	396
AQZ91504.1	B4U62_14100	312
AQZ91505.1	B4U62_14105	936
AQZ91506.1	B4U62_14110	969
AQZ91507.1	B4U62_14115	654
AQZ91508.1	B4U62_14120	918
AQZ91509.1	B4U62_14125	1533
AQZ91510.1	B4U62_14130	1296
AQZ91511.1	B4U62_14135	720
AQZ91512.1	B4U62_14140	465
AQZ91513.1	B4U62_14145	456
AQZ91514.1	B4U62_14150	930
AQZ91515.1	B4U62_14155	207
AQZ91516.1	B4U62_14160	429
AQZ91517.1	B4U62_14165	150
AQZ91518.2	B4U62_14170	861
AQZ91519.2	B4U62_14175	678
AQZ91520.1	B4U62_14180	855
AQZ91521.1	B4U62_14185	960
AQZ91522.1	B4U62_14190	195
AQZ91523.1	B4U62_14195	258
AQZ91524.1	B4U62_14200	570
AQZ91525.1	B4U62_14205	141
AQZ91526.1	B4U62_14210	231
AQZ91527.1	B4U62_14215	351
AQZ91528.1	B4U62_14225	537
AQZ91529.1	B4U62_14230	519
AQZ91530.1	B4U62_14235	417
AQZ91531.1	B4U62_14240	216
AQZ91532.1	B4U62_14245	165
AQZ91533.1	B4U62_14250	417
AQZ91534.1	B4U62_14255	1299
AQZ91535.1	B4U62_14260	696
AQZ91536.1	B4U62_14265	1218
AQZ91537.1	B4U62_14270	558
AQZ91538.1	B4U62_14275	525
AQZ91539.1	B4U62_14280	477
AQZ91540.1	B4U62_14285	786
AQZ91541.1	B4U62_14290	228
AQZ91542.1	B4U62_14300	111
AQZ91543.1	B4U62_14305	558
AQZ91544.1	B4U62_14315	483
AQZ91545.1	B4U62_14320	261
AQZ91546.1	B4U62_14325	318
AQZ91547.1	B4U62_14330	216
AQZ91548.1	B4U62_14335	561
AQZ91549.1	B4U62_14340	213
AQZ91550.1	B4U62_14345	147
AQZ91551.1	B4U62_14350	822
AQZ91552.1	B4U62_14355	1203
AQZ91553.1	B4U62_14360	459
AQZ91554.1	B4U62_14365	1305
AQZ91555.1	B4U62_14370	144
AQZ91556.1	B4U62_14375	966
AQZ91557.1	B4U62_14380	867
AQZ91558.1	B4U62_14385	1038
AQZ91559.1	B4U62_14390	936
AQZ91560.1	B4U62_14395	390
AQZ91561.1	B4U62_14400	891
AQZ93095.1	B4U62_14405	279
AQZ91562.1	B4U62_14410	1323
AQZ91563.1	B4U62_14420	765
AQZ91564.1	B4U62_14425	474
AQZ91565.1	B4U62_14430	276
AQZ91566.1	B4U62_14435	1233
AQZ91567.1	B4U62_14445	564
AQZ93096.1	B4U62_14450	372
AQZ91568.1	B4U62_14455	504
AQZ91569.1	B4U62_14460	855
AQZ91570.1	B4U62_14465	1044
AQZ91571.1	B4U62_14470	213
AQZ91572.1	B4U62_14475	195
AQZ91573.1	B4U62_14480	798
AQZ91574.1	B4U62_14485	708
AQZ93097.1	B4U62_14490	78
AQZ91575.1	B4U62_14495	756
AQZ91576.1	B4U62_14500	531
AQZ93098.1	B4U62_14505	981
AQZ91577.1	B4U62_14510	1317
AQZ91578.1	B4U62_14515	870
AQZ91579.1	B4U62_14520	1104
AQZ91580.1	B4U62_14525	834
AQZ91581.1	B4U62_14530	264
AQZ91582.1	B4U62_14535	816
AQZ91583.1	B4U62_14540	357
AQZ91584.1	B4U62_14545	435
AQZ91585.1	B4U62_14550	387
AQZ91586.1	B4U62_14555	246
AQZ91587.1	B4U62_14560	369
AQZ91588.1	B4U62_14565	1137
AQZ91589.1	B4U62_14570	198
AQZ91590.1	B4U62_14575	300
AQZ91591.1	B4U62_14580	423
AQZ91592.1	B4U62_14585	195
AQZ91593.1	B4U62_14590	1050
AQZ91594.1	B4U62_14595	510
AQZ91595.1	B4U62_14600	2034
AQZ91596.1	B4U62_14605	828
AQZ91597.1	B4U62_14610	810
AQZ91598.1	B4U62_14615	489
AQZ91599.1	B4U62_14620	441
AQZ91600.1	B4U62_14625	2808
AQZ91601.1	B4U62_14630	1389
AQZ91602.1	B4U62_14635	633
AQZ91603.1	B4U62_14640	828
AQZ91604.1	B4U62_14645	501
AQZ91605.1	B4U62_14650	858
AQZ91606.1	B4U62_14655	1905
AQZ91607.1	B4U62_14660	291
AQZ91608.1	B4U62_14665	3165
AQZ91609.1	B4U62_14670	585
AQZ91610.1	B4U62_14675	543
AQZ91611.1	B4U62_14680	150
AQZ91612.1	B4U62_14685	801
AQZ91613.1	B4U62_14690	369
AQZ93099.1	B4U62_14695	2943
AQZ91614.1	B4U62_14700	483
AQZ91615.1	B4U62_14705	231
AQZ91616.1	B4U62_14710	1140
AQZ91617.1	B4U62_14715	924
AQZ91618.1	B4U62_14720	696
AQZ91619.1	B4U62_14725	642
AQZ91620.1	B4U62_14730	204
AQZ91621.1	B4U62_14735	702
AQZ91622.1	B4U62_14740	1755
AQZ91623.1	B4U62_14745	474
AQZ91624.1	B4U62_14750	636
AQZ91625.1	B4U62_14755	1269
AQZ91626.1	B4U62_14760	930
AQZ91627.1	B4U62_14765	654
AQZ91628.1	B4U62_14770	1083
AQZ91629.1	B4U62_14775	282
AQZ91630.1	B4U62_14780	417
AQZ91631.1	B4U62_14785	267
AQZ91632.1	B4U62_14790	2637
AQZ91633.1	B4U62_14795	1062
AQZ91634.1	B4U62_14800	729
AQZ91635.1	B4U62_14805	822
AQZ91636.1	B4U62_14810	651
AQZ91637.1	B4U62_14815	657
AQZ91638.1	B4U62_14820	132
AQZ91639.1	B4U62_14825	192
AQZ91640.1	B4U62_14830	525
AQZ91641.1	B4U62_14835	2397
AQZ91642.2	B4U62_14840	621
AQZ91643.1	B4U62_14845	1116
AQZ91644.1	B4U62_14850	1140
AQZ93100.1	B4U62_14855	417
AQZ91645.1	B4U62_14860	1266
AQZ91646.1	B4U62_14865	765
AQZ91647.1	B4U62_14875	1779
AQZ91648.1	B4U62_14880	1275
AQZ91649.1	B4U62_14885	171
AQZ91650.1	B4U62_14890	1557
AQZ91651.1	B4U62_14895	399
AQZ91652.1	B4U62_14900	2205
AQZ91653.1	B4U62_14905	513
AQZ91654.1	B4U62_14910	2361
AQZ91655.1	B4U62_14915	324
AQZ91656.1	B4U62_14920	498
AQZ91657.1	B4U62_14925	2214
AQZ91658.1	B4U62_14930	297
AQZ91659.1	B4U62_14935	1557
AQZ91660.1	B4U62_14940	657
AQZ91661.1	B4U62_14945	453
AQZ91662.1	B4U62_14950	267
AQZ91663.1	B4U62_14955	1146
AQZ91664.1	B4U62_14960	1029
AQZ91665.1	B4U62_14965	201
AQZ91666.1	B4U62_14970	1005
AQZ91667.1	B4U62_14975	606
AQZ91668.1	B4U62_14980	513
AQZ91669.1	B4U62_14985	1308
AQZ91670.1	B4U62_14990	1026
AQZ91671.1	B4U62_14995	648
AQZ93101.1	B4U62_15000	132
AQZ91672.1	B4U62_15005	141
AQZ91673.1	B4U62_15010	1455
AQZ93102.1	B4U62_15015	723
AQZ91674.1	B4U62_15020	597
AQZ91675.1	B4U62_15025	1164
AQZ91676.1	B4U62_15030	1107
AQZ91677.1	B4U62_15035	870
AQZ91678.1	B4U62_15040	1596
AQZ91679.1	B4U62_15045	1188
AQZ91680.1	B4U62_15050	543
AQZ91681.1	B4U62_15055	858
AQZ91682.1	B4U62_15060	444
AQZ91683.1	B4U62_15065	1287
AQZ91684.1	B4U62_15070	579
AQZ91685.1	B4U62_15075	285
AQZ91686.1	B4U62_15080	339
AQZ91687.1	B4U62_15085	309
AQZ91688.1	B4U62_15090	867
AQZ91689.1	B4U62_15095	795
AQZ91690.1	B4U62_15100	807
AQZ91691.1	B4U62_15105	681
AQZ91692.1	B4U62_15110	519
AQZ91693.1	B4U62_15115	873
AQZ91694.1	B4U62_15120	1014
AQZ91695.1	B4U62_15125	696
AQZ91696.1	B4U62_15130	570
AQZ91697.1	B4U62_15135	999
AQZ91698.1	B4U62_15140	747
