LC	quant	sample	hit	total	p_value	p_adj	log_odds
Information processing#Protein synthesis, modification and degradation#Proteolysis	16	1636	46	8186	0.013474122392062384	0.11089416603625946	1.10
Prophages and mobile genetic elements#Prophages#Prophage 1	8	1636	18	8186	0.016104276022358106	0.12462786742675637	1.68
Cellular processes#Cell envelope and cell division#Cell wall degradation/ turnover	13	1636	39	8186	0.034953875464913575	0.23235364651997037	1.01
Lifestyles#Sporulation#Germination/ based on similarity	4	1636	8	8186	0.05605757493774783	0.3340902598301408	2.00
Lifestyles#Coping with stress#Acid stress proteins (controlled by YvrI-YvrHa)	3	1636	5	8186	0.05775120658880309	0.34027273427607274	2.59
Prophages and mobile genetic elements#Prophages#PBSX prophage	12	1636	41	8186	0.10116702862629248	0.5283318251678336	0.73
Metabolism#Amino acid/ nitrogen metabolism#Utilization of nitrogen sources other than amino acids	15	1636	54	8186	0.1055668027565806	0.5473638722928704	0.63
Lifestyles#Coping with stress#Coping with hyper-osmotic stress	8	1636	27	8186	0.1547186980326558	0.6692814863049587	0.76
Groups of genes#Secreted proteins	28	1636	116	8186	0.15627167335394315	0.6724220965478799	0.35
Cellular processes#Transporters#ABC transporters	45	1636	196	8186	0.16726649758619141	0.6794708822156731	0.26
Groups of genes#Phosphoproteins#Phosphorylation on a Cys residue	5	1636	15	8186	0.16366635754055703	0.6794708822156731	1.00
Lifestyles#Sporulation#Sporulation/ other	6	1636	19	8186	0.1623973226407066	0.6794708822156731	0.89
Information processing#RNA synthesis and degradation#RNase/ based on similarity	2	1636	4	8186	0.1805373041827049	0.6982553695786058	2.00
Metabolism#Additional metabolic pathways#Miscellaneous metabolic pathways	19	1636	77	8186	0.1847939173704588	0.7041356883068303	0.40
Groups of genes#NcRNA#Regulatory RNAs	1	1636	1	8186	0.19985340825691325	0.7246433019665001	nan
Groups of genes#NcRNA#Small RNAs with unknown functions	1	1636	1	8186	0.19985340825691325	0.7246433019665001	nan
Groups of genes#Phosphoproteins#Phosphoproteins / Other	1	1636	1	8186	0.19985340825691325	0.7246433019665001	nan
Information processing#Regulation of gene expression#phosphorelay	11	1636	44	8186	0.2524886555180998	0.8081195548526836	0.42
Lifestyles#Sporulation#phosphorelay	11	1636	44	8186	0.2524886555180998	0.8081195548526836	0.42
Lifestyles#Coping with stress#Coping with hypo-osmotic stress	2	1636	5	8186	0.26239470258184633	0.8270617221196799	1.42
Cellular processes#Cell envelope and cell division#Capsule biosynthesis and degradation	3	1636	10	8186	0.3217206395388089	0.9424415344682058	0.78
Lifestyles#Coping with stress#Toxins, antitoxins and immunity against toxins	8	1636	33	8186	0.3333295455990609	0.9655383764978386	0.36
Cellular processes#Cell envelope and cell division#Cell wall/ other/ based on similarity	2	1636	6	8186	0.3442796169135256	0.9808185789541924	1.00
Cellular processes#Cell envelope and cell division#Membrane dynamics	2	1636	6	8186	0.3442796169135256	0.9808185789541924	1.00
Cellular processes#Cell envelope and cell division#Cell division	5	1636	37	8186	0.8881717754223524	1.0	-0.68
Cellular processes#Cell envelope and cell division#Cell wall synthesis	18	1636	97	8186	0.6779027156618622	1.0	-0.13
Cellular processes#Homeostasis#Acquisition of iron	3	1636	44	8186	0.9961708997254952	1.0	-1.78
Cellular processes#Homeostasis#Metal ion homeostasis (K, Na, Ca, Mg)	7	1636	34	8186	0.5332181147211141	1.0	0.05
Cellular processes#Homeostasis#Trace metal homeostasis (Cu, Zn, Ni, Mn, Mo)	5	1636	25	8186	0.5788460729897594	1.0	0.00
Cellular processes#Transporters#ECF transporter	1	1636	12	8186	0.9312679629108048	1.0	-1.46
Cellular processes#Transporters#Phosphotransferase system	6	1636	26	8186	0.4217652811150599	1.0	0.27
Cellular processes#Transporters#Transporters/ other	32	1636	174	8186	0.7310745637064481	1.0	-0.15
Groups of genes#Essential genes	7	1636	257	8186	1.0	1.0	-3.21
Groups of genes#GTP-binding proteins	1	1636	11	8186	0.9140718147654727	1.0	-1.32
Groups of genes#Membrane proteins	218	1636	1076	8186	0.41807759321146565	1.0	0.03
Groups of genes#Phosphoproteins#Phosphorylation on a His residue	7	1636	56	8186	0.9492761705703894	1.0	-0.81
Groups of genes#Phosphoproteins#Phosphorylation on a Ser residue	10	1636	67	8186	0.886840951132448	1.0	-0.51
Groups of genes#Phosphoproteins#Phosphorylation on a Thr residue	2	1636	26	8186	0.9773927513494698	1.0	-1.59
Groups of genes#Phosphoproteins#Phosphorylation on a Tyr residue	5	1636	20	8186	0.36965786547326324	1.0	0.42
Groups of genes#Phosphoproteins#Phosphorylation on an Arg residue	17	1636	113	8186	0.9293401717281473	1.0	-0.50
Groups of genes#Phosphoproteins#Phosphorylation on an Asp residue	4	1636	35	8186	0.9396184113762731	1.0	-0.96
Groups of genes#Phosphoproteins#Phosphorylation on either a Ser, Thr or Tyr residue	3	1636	40	8186	0.9921218036445836	1.0	-1.63
Groups of genes#Poorly characterized/ putative enzymes	38	1636	204	8186	0.7151062920515865	1.0	-0.13
Groups of genes#Proteins of unknown function	77	1636	708	8186	0.9999999999839609	1.0	-1.11
Groups of genes#Pseudogenes	3	1636	13	8186	0.4978972601440029	1.0	0.26
Groups of genes#Short peptides	1	1636	9	8186	0.8657084696863412	1.0	-1.00
Information processing#Genetics#DNA repair/ recombination	11	1636	71	8186	0.8660968379312752	1.0	-0.45
Information processing#Genetics#DNA repair/ recombination/ based on similarity	2	1636	17	8186	0.8817572121329319	1.0	-0.91
Information processing#Genetics#DNA replication	1	1636	28	8186	0.9980781208669537	1.0	-2.76
Information processing#Genetics#DNA restriction/ modification	1	1636	7	8186	0.7901502398508626	1.0	-0.58
Information processing#Genetics#Genetic competence	6	1636	57	8186	0.9816148554115962	1.0	-1.09
Information processing#Genetics#Genetics/ other/ based on similarity	1	1636	9	8186	0.8657084696863412	1.0	-1.00
Information processing#Genetics#Newly identified competence genes	2	1636	25	8186	0.972670976115058	1.0	-1.53
Information processing#Protein synthesis, modification and degradation#Protein modification	15	1636	99	8186	0.9131010414292743	1.0	-0.49
Information processing#Protein synthesis, modification and degradation#Protein secretion	7	1636	48	8186	0.8712732924374764	1.0	-0.55
Information processing#Protein synthesis, modification and degradation#Translation	5	1636	207	8186	1.0	1.0	-3.38
Information processing#RNA synthesis and degradation#RNases	2	1636	23	8186	0.9602121953984141	1.0	-1.39
Information processing#RNA synthesis and degradation#Transcription	7	1636	34	8186	0.5332181147211141	1.0	0.05
Information processing#Regulation of gene expression#Quorum sensing	5	1636	22	8186	0.45647971547872157	1.0	0.24
Information processing#Regulation of gene expression#RNA binding regulators	3	1636	11	8186	0.3821111672762169	1.0	0.59
Information processing#Regulation of gene expression#Transcription factors and their control	47	1636	355	8186	0.9997380589818661	1.0	-0.74
Information processing#Regulation of gene expression#Trigger enzyme	1	1636	15	8186	0.9648317975917755	1.0	-1.81
Information processing#Targets of second messengers#Targets of (p)ppGpp	1	1636	10	8186	0.8925766295916676	1.0	-1.17
Information processing#Targets of second messengers#Targets of c-di-AMP	2	1636	9	8186	0.56346015229377	1.0	0.19
Lifestyles#Coping with stress#Biosynthesis of antibacterial compounds	5	1636	51	8186	0.98421606093123	1.0	-1.21
Lifestyles#Coping with stress#Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	11	1636	131	8186	0.999926008333703	1.0	-1.46
Lifestyles#Coping with stress#Cold stress proteins	3	1636	16	8186	0.6478400709280207	1.0	-0.11
Lifestyles#Coping with stress#General stress proteins (controlled by SigB)	21	1636	159	8186	0.9907582854175372	1.0	-0.73
Lifestyles#Coping with stress#Heat shock proteins	1	1636	27	8186	0.9975961042785293	1.0	-2.70
Lifestyles#Coping with stress#Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)	3	1636	18	8186	0.7284475368507973	1.0	-0.32
Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress	12	1636	100	8186	0.9877239340855002	1.0	-0.88
Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress/ based on similarity	1	1636	3	8186	0.48776539302710403	1.0	1.00
Lifestyles#Coping with stress#Resistance against toxic metals	3	1636	16	8186	0.6478400709280207	1.0	-0.11
Lifestyles#Coping with stress#Resistance against toxic metals/ based on similarity	1	1636	6	8186	0.737687799813684	1.0	-0.32
Lifestyles#Coping with stress#Resistance against toxins/ antibiotics	7	1636	58	8186	0.9604985365308012	1.0	-0.87
Lifestyles#Coping with stress#Resistance against toxins/ antibiotics/ based on similarity	6	1636	42	8186	0.8714791633959778	1.0	-0.59
Lifestyles#Coping with stress#Toxins, antitoxins and immunity against toxins/ based on similarity	1	1636	18	8186	0.982010404956399	1.0	-2.09
Lifestyles#Exponential and early post-exponential lifestyles#Biofilm formation	3	1636	70	8186	0.9999733131944486	1.0	-2.49
Lifestyles#Exponential and early post-exponential lifestyles#Genetic competence	6	1636	57	8186	0.9816148554115962	1.0	-1.09
Lifestyles#Exponential and early post-exponential lifestyles#Motility and chemotaxis	1	1636	76	8186	0.9999999599289899	1.0	-4.24
Lifestyles#Exponential and early post-exponential lifestyles#Swarming	1	1636	16	8186	0.9718731853190427	1.0	-1.91
Metabolism#Additional metabolic pathways#Biosynthesis of cell wall components	13	1636	74	8186	0.7427719222821683	1.0	-0.23
Metabolism#Additional metabolic pathways#Biosynthesis of cofactors	6	1636	116	8186	0.9999990299701307	1.0	-2.21
Metabolism#Additional metabolic pathways#Iron metabolism	4	1636	53	8186	0.9966426883079333	1.0	-1.62
Metabolism#Additional metabolic pathways#Sulfur metabolism	5	1636	30	8186	0.7446089359852226	1.0	-0.32
Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids	21	1636	158	8186	0.9898082382117135	1.0	-0.72
Metabolism#Carbon metabolism#Carbon core metabolism	3	1636	53	8186	0.9992811444553814	1.0	-2.07
Metabolism#Electron transport and ATP synthesis#Electron transport/ other	1	1636	18	8186	0.982010404956399	1.0	-2.09
Metabolism#Electron transport and ATP synthesis#Electron transport/ other/ based on similarity	2	1636	18	8186	0.9009209215504647	1.0	-1.00
Metabolism#Electron transport and ATP synthesis#Respiration	8	1636	37	8186	0.4662100259127896	1.0	0.14
Metabolism#Lipid metabolism#Biosynthesis of lipids	2	1636	47	8186	0.9996512227595149	1.0	-2.50
Metabolism#Lipid metabolism#Lipid metabolism/ other	3	1636	12	8186	0.4411777409420901	1.0	0.42
Metabolism#Lipid metabolism#Utilization of lipids	5	1636	32	8186	0.7955688408279471	1.0	-0.43
Metabolism#Nucleotide metabolism#Biosynthesis/ acquisition of nucleotides	5	1636	65	8186	0.9982946516490456	1.0	-1.59
Metabolism#Nucleotide metabolism#Metabolism of signalling nucleotides	1	1636	17	8186	0.9775054336490546	1.0	-2.00
Metabolism#Nucleotide metabolism#Utilization of nucleotides	1	1636	21	8186	0.9908003190108063	1.0	-2.32
Prophages and mobile genetic elements#Mobile genetic elements#ICEBs1	1	1636	25	8186	0.9962394212077765	1.0	-2.59
Prophages and mobile genetic elements#Prophages#SP-beta prophage	28	1636	181	8186	0.9520368411470577	1.0	-0.46
Prophages and mobile genetic elements#Prophages#Skin element	13	1636	60	8186	0.4223369325472253	1.0	0.15
no_annotation	17	1636	151	8186	0.9985978870147788	1.0	-0.99

14D	quant	sample	hit	total	p_value	p_adj	log_odds
Lifestyles#Sporulation#Sporulation proteins	377	2584	541	8186	2.1552161865502283e-79	4.469918370905173e-77	2.50
Metabolism#Carbon metabolism#Utilization of specific carbon sources	161	2584	240	8186	2.128036208210428e-30	3.1525336398774486e-28	2.22
Lifestyles#Sporulation#Germination	32	2584	40	8186	3.5373921975099527e-10	1.4673102835271284e-08	3.13
Lifestyles#Coping with stress#General stress proteins (controlled by SigB)	86	2584	159	8186	2.4575849894967696e-09	9.101841550386251e-08	1.38
Groups of genes#Membrane proteins	421	2584	1076	8186	1.0426385663042815e-08	3.604053977525133e-07	0.56
Metabolism#Amino acid/ nitrogen metabolism#Utilization of nitrogen sources other than amino acids	35	2584	54	8186	4.850229476778168e-07	1.479319990417341e-05	2.01
Metabolism#Amino acid/ nitrogen metabolism#Utilization of amino acids	44	2584	75	8186	1.0592035783978527e-06	2.968632731888036e-05	1.64
Cellular processes#Transporters#Transporters/ other	83	2584	174	8186	5.224100344674744e-06	0.0001321315135957978	1.01
Cellular processes#Transporters#Phosphotransferase system	19	2584	26	8186	1.6228815939020828e-05	0.0003913786541573162	2.57
Groups of genes#Efp-dependent proteins	22	2584	34	8186	6.996998194198352e-05	0.0013690353070535265	2.00
Cellular processes#Transporters#ABC transporters	87	2584	196	8186	9.387890976860326e-05	0.0017079373584217824	0.81
Groups of genes#Phosphoproteins#Phosphorylation on a Cys residue	12	2584	15	8186	0.00015676938064901233	0.0025497541230533574	3.12
Prophages and mobile genetic elements#Prophages#PBSX prophage	23	2584	41	8186	0.000966363426275896	0.013361584973974723	1.48
Metabolism#Nucleotide metabolism#Utilization of nucleotides	14	2584	21	8186	0.0009884135876424439	0.013486643294542293	2.12
Metabolism#Additional metabolic pathways#Phosphate metabolism	12	2584	17	8186	0.001081060610111584	0.014372562213919393	2.38
Lifestyles#Sporulation#Germination/ based on similarity	7	2584	8	8186	0.0017994564651768767	0.0219533688751579	3.93
Groups of genes#Poorly characterized/ putative enzymes	83	2584	204	8186	0.0033352506087555803	0.03640689348715302	0.59
Cellular processes#Homeostasis#Metal ion homeostasis (K, Na, Ca, Mg)	17	2584	34	8186	0.018921931079750362	0.14116577359497215	1.12
Lifestyles#Coping with stress#Coping with hyper-osmotic stress	14	2584	27	8186	0.022310077447400992	0.16178706512555824	1.23
Metabolism#Lipid metabolism#Utilization of lipids	16	2584	32	8186	0.02249334734682587	0.1619833416573502	1.12
Prophages and mobile genetic elements#Prophages#Skin element	25	2584	60	8186	0.06287863717017506	0.3622508152526196	0.64
Cellular processes#Cell envelope and cell division#Cell wall degradation/ turnover	17	2584	39	8186	0.07650374911760685	0.4311651512769473	0.75
Lifestyles#Coping with stress#Resistance against toxins/ antibiotics/ based on similarity	18	2584	42	8186	0.08131058779740158	0.4485057422654545	0.71
Groups of genes#Secreted proteins	43	2584	116	8186	0.11907577238777628	0.5936614229140578	0.36
Information processing#Protein synthesis, modification and degradation#Proteolysis	18	2584	46	8186	0.17101436861937386	0.6794708822156731	0.48
Information processing#Regulation of gene expression#Trigger enzyme	7	2584	15	8186	0.16255498278050037	0.6794708822156731	0.93
Cellular processes#Cell envelope and cell division#Capsule biosynthesis and degradation	5	2584	10	8186	0.1782808492145753	0.6950272204342653	1.12
Cellular processes#Cell envelope and cell division#Cell wall/ other	9	2584	21	8186	0.18774892564630039	0.7054189706348315	0.70
Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress	36	2584	100	8186	0.19623357298546765	0.7241787017292881	0.29
Information processing#Protein synthesis, modification and degradation#Chaperone/ protein folding/ based on similarity	2	2584	3	8186	0.23599015297115739	0.7818587496200965	2.12
Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress/ based on similarity	2	2584	3	8186	0.23599015297115739	0.7818587496200965	2.12
Information processing#Regulation of gene expression#Other regulators	1	2584	1	8186	0.3156608844333105	0.9299441396515424	nan
Cellular processes#Cell envelope and cell division#Cell division	3	2584	37	8186	0.9998749107202377	1.0	-2.39
Cellular processes#Cell envelope and cell division#Cell shape	3	2584	11	8186	0.7261254443539475	1.0	-0.30
Cellular processes#Cell envelope and cell division#Cell wall synthesis	27	2584	97	8186	0.8166868617313757	1.0	-0.26
Cellular processes#Cell envelope and cell division#Cell wall/ other/ based on similarity	2	2584	6	8186	0.6130911715645039	1.0	0.12
Cellular processes#Cell envelope and cell division#Membrane dynamics	1	2584	6	8186	0.8973731712868014	1.0	-1.21
Cellular processes#Homeostasis#Acquisition of iron	8	2584	44	8186	0.9850372827030877	1.0	-1.06
Cellular processes#Homeostasis#Trace metal homeostasis (Cu, Zn, Ni, Mn, Mo)	7	2584	25	8186	0.7192897579504934	1.0	-0.25
Cellular processes#Transporters#ECF transporter	1	2584	12	8186	0.9894891126395692	1.0	-2.35
Groups of genes#Essential genes	26	2584	257	8186	1.0	1.0	-2.08
Groups of genes#GTP-binding proteins	1	2584	11	8186	0.9846312816701873	1.0	-2.21
Groups of genes#Phosphoproteins#Phosphorylation on a His residue	17	2584	56	8186	0.6268001564467313	1.0	-0.08
Groups of genes#Phosphoproteins#Phosphorylation on a Ser residue	12	2584	67	8186	0.996207379061423	1.0	-1.09
Groups of genes#Phosphoproteins#Phosphorylation on a Thr residue	5	2584	26	8186	0.9474098956648747	1.0	-0.96
Groups of genes#Phosphoproteins#Phosphorylation on a Tyr residue	2	2584	20	8186	0.9948503816274566	1.0	-2.06
Groups of genes#Phosphoproteins#Phosphorylation on an Arg residue	20	2584	113	8186	0.9997333709412213	1.0	-1.11
Groups of genes#Phosphoproteins#Phosphorylation on an Asp residue	4	2584	35	8186	0.9986753766893717	1.0	-1.84
Groups of genes#Phosphoproteins#Phosphorylation on either a Ser, Thr or Tyr residue	6	2584	40	8186	0.9951789064397425	1.0	-1.39
Groups of genes#Proteins of unknown function	133	2584	708	8186	0.9999999999846524	1.0	-1.08
Groups of genes#Pseudogenes	4	2584	13	8186	0.6271639398782358	1.0	-0.05
Groups of genes#Short peptides	2	2584	9	8186	0.8305724990701581	1.0	-0.69
Information processing#Genetics#DNA repair/ recombination	18	2584	71	8186	0.898075572596374	1.0	-0.45
Information processing#Genetics#DNA repair/ recombination/ based on similarity	2	2584	17	8186	0.9860714270425944	1.0	-1.79
Information processing#Genetics#DNA replication	3	2584	28	8186	0.9977266030146492	1.0	-1.95
Information processing#Genetics#Genetic competence	15	2584	57	8186	0.8411313364421416	1.0	-0.37
Information processing#Genetics#Genetics/ other/ based on similarity	1	2584	9	8186	0.967148095667804	1.0	-1.89
Information processing#Genetics#Newly identified competence genes	2	2584	25	8186	0.9990577914683232	1.0	-2.41
Information processing#Protein synthesis, modification and degradation#Protein modification	20	2584	99	8186	0.9959931618574567	1.0	-0.87
Information processing#Protein synthesis, modification and degradation#Protein secretion	16	2584	48	8186	0.449414082209841	1.0	0.12
Information processing#Protein synthesis, modification and degradation#Protein secretion/ based on similarity	1	2584	3	8186	0.6795644739821968	1.0	0.12
Information processing#Protein synthesis, modification and degradation#Translation	10	2584	207	8186	1.0	1.0	-3.23
Information processing#RNA synthesis and degradation#RNase/ based on similarity	1	2584	4	8186	0.7807505181196823	1.0	-0.47
Information processing#RNA synthesis and degradation#RNases	5	2584	23	8186	0.8962167075743914	1.0	-0.73
Information processing#RNA synthesis and degradation#Transcription	7	2584	34	8186	0.946232455828683	1.0	-0.83
Information processing#Regulation of gene expression#Quorum sensing	3	2584	22	8186	0.9857659153511091	1.0	-1.55
Information processing#Regulation of gene expression#RNA binding regulators	1	2584	11	8186	0.9846312816701873	1.0	-2.21
Information processing#Regulation of gene expression#Sigma factors and their control	21	2584	67	8186	0.5617886785489584	1.0	-0.02
Information processing#Regulation of gene expression#Transcription factors and their control	72	2584	355	8186	0.9999995610306751	1.0	-0.89
Information processing#Regulation of gene expression#phosphorelay	10	2584	44	8186	0.9270029672399452	1.0	-0.65
Information processing#Targets of second messengers#Targets of (p)ppGpp	2	2584	10	8186	0.8737148209358243	1.0	-0.88
Information processing#Targets of second messengers#Targets of c-di-AMP	3	2584	9	8186	0.5783653383808504	1.0	0.12
Information processing#Targets of second messengers#Targets of c-di-GMP	1	2584	3	8186	0.6795644739821968	1.0	0.12
Lifestyles#Coping with stress#Biosynthesis of antibacterial compounds	10	2584	51	8186	0.9807109230100555	1.0	-0.92
Lifestyles#Coping with stress#Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	19	2584	131	8186	0.9999982152683691	1.0	-1.46
Lifestyles#Coping with stress#Coping with hypo-osmotic stress	2	2584	5	8186	0.503781238653081	1.0	0.53
Lifestyles#Coping with stress#Heat shock proteins	5	2584	27	8186	0.9585206617299488	1.0	-1.02
Lifestyles#Coping with stress#Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)	6	2584	18	8186	0.5239672717007012	1.0	0.12
Lifestyles#Coping with stress#Resistance against toxic metals	3	2584	16	8186	0.9217336133165125	1.0	-1.00
Lifestyles#Coping with stress#Resistance against toxic metals/ based on similarity	2	2584	6	8186	0.6130911715645039	1.0	0.12
Lifestyles#Coping with stress#Resistance against toxins/ antibiotics	16	2584	58	8186	0.7850800026802043	1.0	-0.28
Lifestyles#Coping with stress#Toxins, antitoxins and immunity against toxins	4	2584	33	8186	0.9976041929194264	1.0	-1.75
Lifestyles#Coping with stress#Toxins, antitoxins and immunity against toxins/ based on similarity	1	2584	18	8186	0.998925679606268	1.0	-2.97
Lifestyles#Exponential and early post-exponential lifestyles#Biofilm formation	4	2584	70	8186	0.9999999842730753	1.0	-2.94
Lifestyles#Exponential and early post-exponential lifestyles#Genetic competence	15	2584	57	8186	0.8411313364421416	1.0	-0.37
Lifestyles#Exponential and early post-exponential lifestyles#Motility and chemotaxis	6	2584	76	8186	0.9999998767195287	1.0	-2.44
Lifestyles#Exponential and early post-exponential lifestyles#Swarming	4	2584	16	8186	0.7946198227804548	1.0	-0.47
Lifestyles#Lifestyles/ miscellaneous	1	2584	3	8186	0.6795644739821968	1.0	0.12
Lifestyles#Sporulation#Sporulation/ other	6	2584	19	8186	0.5852356621517302	1.0	0.00
Lifestyles#Sporulation#phosphorelay	10	2584	44	8186	0.9270029672399452	1.0	-0.65
Metabolism#Additional metabolic pathways#Biosynthesis of cell wall components	19	2584	74	8186	0.8906043957700612	1.0	-0.42
Metabolism#Additional metabolic pathways#Biosynthesis of cofactors	16	2584	116	8186	0.9999975318852058	1.0	-1.54
Metabolism#Additional metabolic pathways#Iron metabolism	8	2584	53	8186	0.9982233787590171	1.0	-1.38
Metabolism#Additional metabolic pathways#Miscellaneous metabolic pathways	24	2584	77	8186	0.5729593212484616	1.0	-0.03
Metabolism#Additional metabolic pathways#Sulfur metabolism	4	2584	30	8186	0.9942843497440865	1.0	-1.59
Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids	23	2584	158	8186	0.9999997930870648	1.0	-1.46
Metabolism#Amino acid/ nitrogen metabolism#Putative amino acid transporter	1	2584	3	8186	0.6795644739821968	1.0	0.12
Metabolism#Carbon metabolism#Carbon core metabolism	8	2584	53	8186	0.9982233787590171	1.0	-1.38
Metabolism#Detoxification reactions	2	2584	12	8186	0.9311951410277686	1.0	-1.21
Metabolism#Electron transport and ATP synthesis#Electron transport/ other	6	2584	18	8186	0.5239672717007012	1.0	0.12
Metabolism#Electron transport and ATP synthesis#Electron transport/ other/ based on similarity	6	2584	18	8186	0.5239672717007012	1.0	0.12
Metabolism#Electron transport and ATP synthesis#Respiration	13	2584	37	8186	0.37819429833199214	1.0	0.23
Metabolism#Lipid metabolism#Biosynthesis of lipids	10	2584	47	8186	0.9577634748727102	1.0	-0.78
Metabolism#Lipid metabolism#Lipid metabolism/ other	3	2584	12	8186	0.7830990559593299	1.0	-0.47
Metabolism#Nucleotide metabolism#Biosynthesis/ acquisition of nucleotides	7	2584	65	8186	0.9999814560874472	1.0	-1.95
Metabolism#Nucleotide metabolism#Metabolism of signalling nucleotides	5	2584	17	8186	0.6641103670367946	1.0	-0.15
Metabolism#Nucleotide metabolism#Nucleotide metabolism/ other	2	2584	8	8186	0.7745264633559243	1.0	-0.47
Prophages and mobile genetic elements#Mobile genetic elements#ICEBs1	9	2584	25	8186	0.3873395620925061	1.0	0.29
Prophages and mobile genetic elements#Prophages#Phage-related functions	1	2584	2	8186	0.5317063669853483	1.0	1.12
Prophages and mobile genetic elements#Prophages#Prophage 1	4	2584	18	8186	0.8681380129356804	1.0	-0.69
Prophages and mobile genetic elements#Prophages#SP-beta prophage	34	2584	181	8186	0.9999678999899327	1.0	-1.02
no_annotation	19	2584	151	8186	0.9999999882592675	1.0	-1.70

1M	quant	sample	hit	total	p_value	p_adj	log_odds
Lifestyles#Coping with stress#General stress proteins (controlled by SigB)	44	406	159	8186	8.840205837645762e-22	7.639411211365545e-20	3.02
Metabolism#Carbon metabolism#Utilization of specific carbon sources	28	406	240	8186	1.9682818277953692e-05	0.00043427835221782936	1.40
Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress	14	406	100	8186	0.00038657247875802613	0.005809792180754682	1.68
Prophages and mobile genetic elements#Prophages#Skin element	10	406	60	8186	0.0006542604990002969	0.009423168575879276	1.96
Lifestyles#Sporulation#Sporulation proteins	42	406	541	8186	0.002308121091798238	0.026594684135497475	0.75
Lifestyles#Sporulation#Germination/ based on similarity	3	406	8	8186	0.005625782062829907	0.05609553845340975	3.53
Cellular processes#Transporters#Phosphotransferase system	5	406	26	8186	0.008117189081980114	0.07515647391083373	2.20
Lifestyles#Coping with stress#Coping with hyper-osmotic stress	5	406	27	8186	0.009565573836988087	0.08406355990641226	2.14
Information processing#Regulation of gene expression#Sigma factors and their control	7	406	67	8186	0.04722515259715585	0.2915028764479204	1.17
Groups of genes#NcRNA#Regulatory RNAs	1	406	1	8186	0.049596872709153764	0.3027332838628227	nan
Cellular processes#Cell envelope and cell division#Capsule biosynthesis and degradation	2	406	10	8186	0.08483705634909795	0.4604894324774424	2.27
Cellular processes#Transporters#ABC transporters	14	406	196	8186	0.10781326441876171	0.5562306228967956	0.58
Groups of genes#Poorly characterized/ putative enzymes	14	406	204	8186	0.13591176838770308	0.6288112987356316	0.51
Information processing#Protein synthesis, modification and degradation#Chaperone/ protein folding/ based on similarity	1	406	3	8186	0.1415494908832567	0.6354407880776501	3.26
Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress/ based on similarity	1	406	3	8186	0.1415494908832567	0.6354407880776501	3.26
Groups of genes#Phosphoproteins#Phosphorylation on a Cys residue	2	406	15	8186	0.1686818092518555	0.6794708822156731	1.56
Information processing#Regulation of gene expression#Trigger enzyme	2	406	15	8186	0.1686818092518555	0.6794708822156731	1.56
Prophages and mobile genetic elements#Prophages#SP-beta prophage	12	406	181	8186	0.18747357800540762	0.7054189706348315	0.46
Metabolism#Electron transport and ATP synthesis#Electron transport/ other	2	406	18	8186	0.2236998165045389	0.7655997020303856	1.26
Cellular processes#Homeostasis#Metal ion homeostasis (K, Na, Ca, Mg)	3	406	34	8186	0.2367638934507692	0.781924068498241	0.90
Information processing#Regulation of gene expression#Quorum sensing	2	406	22	8186	0.29853055900004716	0.9051935370849383	0.94
Information processing#Genetics#Genetic competence	4	406	57	8186	0.3128569888423944	0.9269505640844656	0.54
Lifestyles#Exponential and early post-exponential lifestyles#Genetic competence	4	406	57	8186	0.3128569888423944	0.9269505640844656	0.54
Lifestyles#Coping with stress#Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	8	406	131	8186	0.32423205259118587	0.945026869285988	0.32
Metabolism#Nucleotide metabolism#Nucleotide metabolism/ other	1	406	8	8186	0.33444295594859863	0.9660650287428879	1.46
Cellular processes#Cell envelope and cell division#Cell division	1	406	37	8186	0.8483853487587117	1.0	-0.91
Cellular processes#Cell envelope and cell division#Cell shape	1	406	11	8186	0.428739734789316	1.0	0.94
Cellular processes#Cell envelope and cell division#Cell wall synthesis	4	406	97	8186	0.7159878144983303	1.0	-0.28
Cellular processes#Transporters#Transporters/ other	10	406	174	8186	0.36206155683138697	1.0	0.23
Groups of genes#Efp-dependent proteins	2	406	34	8186	0.5083642496316234	1.0	0.26
Groups of genes#Essential genes	4	406	257	8186	0.9990738270510255	1.0	-1.76
Groups of genes#Membrane proteins	55	406	1076	8186	0.42584362989636554	1.0	0.05
Groups of genes#Phosphoproteins#Phosphorylation on a His residue	3	406	56	8186	0.530511851614077	1.0	0.12
Groups of genes#Phosphoproteins#Phosphorylation on a Ser residue	2	406	67	8186	0.8522880405034504	1.0	-0.77
