gene_id	PS
pgi|0000000000535026244|ti|535026|pi|0|	1
pgi|0000000000535026506|ti|535026|pi|0|	1
pgi|0000000000535026221|ti|535026|pi|0|	1
pgi|0000000000535026348|ti|535026|pi|0|	1
pgi|0000000005350263166|ti|535026|pi|0|	1
pgi|0000000005350262711|ti|535026|pi|0|	1
pgi|0000000005350261140|ti|535026|pi|0|	1
pgi|0000000005350263365|ti|535026|pi|0|	1
pgi|0000000005350261322|ti|535026|pi|0|	1
pgi|0000000000535026662|ti|535026|pi|0|	1
pgi|0000000000535026947|ti|535026|pi|0|	1
pgi|0000000005350261348|ti|535026|pi|0|	1
pgi|0000000005350262950|ti|535026|pi|0|	1
pgi|0000000000535026214|ti|535026|pi|0|	1
pgi|0000000005350261629|ti|535026|pi|0|	1
pgi|0000000005350263270|ti|535026|pi|0|	1
pgi|0000000005350261475|ti|535026|pi|0|	1
pgi|0000000000535026719|ti|535026|pi|0|	1
pgi|0000000005350263557|ti|535026|pi|0|	1
pgi|0000000005350263169|ti|535026|pi|0|	1
pgi|0000000005350261466|ti|535026|pi|0|	1
pgi|0000000005350263545|ti|535026|pi|0|	1
pgi|0000000005350262762|ti|535026|pi|0|	1
pgi|0000000005350261490|ti|535026|pi|0|	1
pgi|0000000005350264086|ti|535026|pi|0|	1
pgi|0000000000535026836|ti|535026|pi|0|	1
pgi|0000000005350264049|ti|535026|pi|0|	1
pgi|0000000000535026219|ti|535026|pi|0|	1
pgi|0000000000535026607|ti|535026|pi|0|	1
pgi|0000000000535026525|ti|535026|pi|0|	1
pgi|0000000005350261425|ti|535026|pi|0|	1
pgi|0000000005350263663|ti|535026|pi|0|	1
pgi|0000000000535026717|ti|535026|pi|0|	1
pgi|0000000005350263563|ti|535026|pi|0|	1
pgi|0000000005350263113|ti|535026|pi|0|	1
pgi|0000000000535026446|ti|535026|pi|0|	1
pgi|0000000000535026624|ti|535026|pi|0|	1
pgi|0000000005350263617|ti|535026|pi|0|	1
pgi|0000000005350261070|ti|535026|pi|0|	1
pgi|0000000005350263314|ti|535026|pi|0|	1
pgi|0000000000535026535|ti|535026|pi|0|	1
pgi|0000000000535026223|ti|535026|pi|0|	1
pgi|0000000005350262381|ti|535026|pi|0|	1
pgi|0000000000535026664|ti|535026|pi|0|	1
pgi|0000000005350263440|ti|535026|pi|0|	1
pgi|0000000005350261384|ti|535026|pi|0|	1
pgi|0000000005350262520|ti|535026|pi|0|	1
pgi|0000000000535026507|ti|535026|pi|0|	1
pgi|0000000005350263633|ti|535026|pi|0|	1
pgi|0000000005350263577|ti|535026|pi|0|	1
pgi|0000000000535026381|ti|535026|pi|0|	1
pgi|0000000000535026558|ti|535026|pi|0|	1
pgi|0000000000535026505|ti|535026|pi|0|	1
pgi|0000000000535026949|ti|535026|pi|0|	1
pgi|0000000000535026328|ti|535026|pi|0|	1
pgi|0000000005350263804|ti|535026|pi|0|	1
pgi|0000000000535026975|ti|535026|pi|0|	1
pgi|0000000005350263364|ti|535026|pi|0|	1
pgi|0000000000535026927|ti|535026|pi|0|	1
pgi|0000000005350261422|ti|535026|pi|0|	1
pgi|0000000005350262313|ti|535026|pi|0|	1
pgi|0000000000535026396|ti|535026|pi|0|	1
pgi|0000000005350261031|ti|535026|pi|0|	1
pgi|0000000005350261064|ti|535026|pi|0|	1
pgi|0000000005350261284|ti|535026|pi|0|	1
pgi|0000000005350261079|ti|535026|pi|0|	1
pgi|0000000005350263863|ti|535026|pi|0|	1
pgi|0000000005350262773|ti|535026|pi|0|	1
pgi|0000000005350261395|ti|535026|pi|0|	1
pgi|0000000005350261818|ti|535026|pi|0|	1
pgi|0000000000535026310|ti|535026|pi|0|	1
pgi|0000000005350261387|ti|535026|pi|0|	1
pgi|0000000005350263869|ti|535026|pi|0|	1
pgi|0000000000535026679|ti|535026|pi|0|	1
pgi|0000000000535026619|ti|535026|pi|0|	1
pgi|0000000005350262498|ti|535026|pi|0|	1
pgi|0000000000535026267|ti|535026|pi|0|	1
pgi|0000000000535026821|ti|535026|pi|0|	1
pgi|0000000005350263220|ti|535026|pi|0|	1
pgi|0000000005350263603|ti|535026|pi|0|	1
pgi|0000000005350262636|ti|535026|pi|0|	1
pgi|0000000000535026360|ti|535026|pi|0|	1
pgi|0000000005350262452|ti|535026|pi|0|	1
pgi|0000000005350261036|ti|535026|pi|0|	1
pgi|0000000005350263051|ti|535026|pi|0|	1
pgi|0000000005350263935|ti|535026|pi|0|	1
pgi|0000000000535026145|ti|535026|pi|0|	1
pgi|0000000005350263635|ti|535026|pi|0|	1
pgi|0000000005350262930|ti|535026|pi|0|	1
pgi|0000000005350263803|ti|535026|pi|0|	1
pgi|0000000005350263809|ti|535026|pi|0|	1
pgi|0000000005350262363|ti|535026|pi|0|	1
pgi|0000000005350263396|ti|535026|pi|0|	1
pgi|0000000005350263842|ti|535026|pi|0|	1
pgi|0000000005350264189|ti|535026|pi|0|	1
pgi|0000000005350262820|ti|535026|pi|0|	1
pgi|0000000000535026537|ti|535026|pi|0|	1
pgi|0000000005350263764|ti|535026|pi|0|	1
pgi|0000000005350261371|ti|535026|pi|0|	1
pgi|0000000005350262999|ti|535026|pi|0|	1
pgi|0000000005350264194|ti|535026|pi|0|	1
pgi|0000000005350261944|ti|535026|pi|0|	1
pgi|0000000005350263936|ti|535026|pi|0|	1
pgi|0000000005350263911|ti|535026|pi|0|	1
pgi|0000000005350262793|ti|535026|pi|0|	1
pgi|0000000005350261062|ti|535026|pi|0|	1
pgi|0000000005350263761|ti|535026|pi|0|	1
pgi|0000000005350262667|ti|535026|pi|0|	1
pgi|0000000005350263765|ti|535026|pi|0|	1
pgi|0000000005350261006|ti|535026|pi|0|	1
pgi|0000000005350263305|ti|535026|pi|0|	1
pgi|0000000005350261435|ti|535026|pi|0|	1
pgi|0000000005350263056|ti|535026|pi|0|	1
pgi|0000000000535026751|ti|535026|pi|0|	1
pgi|0000000000535026226|ti|535026|pi|0|	1
pgi|0000000005350262938|ti|535026|pi|0|	1
pgi|0000000000535026997|ti|535026|pi|0|	1
pgi|0000000005350263916|ti|535026|pi|0|	1
pgi|0000000005350263374|ti|535026|pi|0|	1
pgi|0000000005350262625|ti|535026|pi|0|	1
pgi|0000000005350263194|ti|535026|pi|0|	1
pgi|0000000005350262163|ti|535026|pi|0|	1
pgi|0000000005350264177|ti|535026|pi|0|	1
pgi|0000000005350262533|ti|535026|pi|0|	1
pgi|0000000000535026463|ti|535026|pi|0|	1
pgi|0000000005350263578|ti|535026|pi|0|	1
pgi|0000000000535026173|ti|535026|pi|0|	1
pgi|0000000000053502634|ti|535026|pi|0|	1
pgi|0000000005350263510|ti|535026|pi|0|	1
pgi|0000000005350264081|ti|535026|pi|0|	1
pgi|0000000000535026128|ti|535026|pi|0|	1
pgi|0000000005350262242|ti|535026|pi|0|	1
pgi|0000000005350261511|ti|535026|pi|0|	1
pgi|0000000005350262361|ti|535026|pi|0|	1
pgi|0000000005350262791|ti|535026|pi|0|	1
pgi|0000000005350262774|ti|535026|pi|0|	1
pgi|0000000000535026404|ti|535026|pi|0|	1
pgi|0000000005350261537|ti|535026|pi|0|	1
pgi|0000000005350262292|ti|535026|pi|0|	1
pgi|0000000005350263020|ti|535026|pi|0|	1
pgi|0000000005350261688|ti|535026|pi|0|	1
pgi|0000000005350262831|ti|535026|pi|0|	1
pgi|0000000000535026660|ti|535026|pi|0|	1
pgi|0000000005350262694|ti|535026|pi|0|	1
pgi|0000000005350263411|ti|535026|pi|0|	1
pgi|0000000000535026591|ti|535026|pi|0|	1
pgi|0000000000053502696|ti|535026|pi|0|	1
pgi|0000000005350262843|ti|535026|pi|0|	1
pgi|0000000005350264068|ti|535026|pi|0|	1
pgi|0000000000535026877|ti|535026|pi|0|	1
pgi|0000000005350262366|ti|535026|pi|0|	1
pgi|0000000005350262966|ti|535026|pi|0|	1
pgi|0000000005350261843|ti|535026|pi|0|	1
pgi|0000000005350262032|ti|535026|pi|0|	1
pgi|0000000005350261868|ti|535026|pi|0|	1
pgi|0000000005350263331|ti|535026|pi|0|	1
pgi|0000000005350263090|ti|535026|pi|0|	1
pgi|0000000005350261419|ti|535026|pi|0|	1
pgi|0000000005350261095|ti|535026|pi|0|	1
pgi|0000000000053502628|ti|535026|pi|0|	1
pgi|0000000005350263753|ti|535026|pi|0|	1
pgi|0000000000535026201|ti|535026|pi|0|	1
pgi|0000000000535026870|ti|535026|pi|0|	1
pgi|0000000000535026610|ti|535026|pi|0|	1
pgi|0000000000535026233|ti|535026|pi|0|	1
pgi|0000000005350262134|ti|535026|pi|0|	1
pgi|0000000000535026103|ti|535026|pi|0|	1
pgi|0000000000535026311|ti|535026|pi|0|	1
pgi|0000000000535026497|ti|535026|pi|0|	1
pgi|0000000005350262490|ti|535026|pi|0|	1
pgi|0000000005350263594|ti|535026|pi|0|	1
pgi|0000000005350262706|ti|535026|pi|0|	1
pgi|0000000005350263938|ti|535026|pi|0|	1
pgi|0000000000535026161|ti|535026|pi|0|	1
pgi|0000000005350263773|ti|535026|pi|0|	1
pgi|0000000005350263329|ti|535026|pi|0|	1
pgi|0000000005350261470|ti|535026|pi|0|	1
pgi|0000000005350263777|ti|535026|pi|0|	1
pgi|0000000005350264193|ti|535026|pi|0|	1
pgi|0000000005350263372|ti|535026|pi|0|	1
pgi|0000000005350262534|ti|535026|pi|0|	1
pgi|0000000005350261142|ti|535026|pi|0|	1
pgi|0000000005350263005|ti|535026|pi|0|	1
pgi|0000000005350263155|ti|535026|pi|0|	1
pgi|0000000005350263746|ti|535026|pi|0|	1
pgi|0000000000535026345|ti|535026|pi|0|	1
pgi|0000000005350263370|ti|535026|pi|0|	1
pgi|0000000005350261073|ti|535026|pi|0|	1
pgi|0000000005350261532|ti|535026|pi|0|	1
pgi|0000000005350262327|ti|535026|pi|0|	1
pgi|0000000005350263950|ti|535026|pi|0|	1
pgi|0000000005350261354|ti|535026|pi|0|	1
pgi|0000000005350264039|ti|535026|pi|0|	1
pgi|0000000005350263868|ti|535026|pi|0|	1
pgi|0000000005350261657|ti|535026|pi|0|	1
pgi|0000000005350262989|ti|535026|pi|0|	1
pgi|0000000000535026576|ti|535026|pi|0|	1
pgi|0000000005350261480|ti|535026|pi|0|	1
pgi|0000000005350261942|ti|535026|pi|0|	1
pgi|0000000005350262236|ti|535026|pi|0|	1
pgi|0000000005350263456|ti|535026|pi|0|	1
pgi|0000000000535026904|ti|535026|pi|0|	1
pgi|0000000005350261164|ti|535026|pi|0|	1
pgi|0000000005350263450|ti|535026|pi|0|	1
pgi|0000000005350263449|ti|535026|pi|0|	1
pgi|0000000005350263451|ti|535026|pi|0|	1
pgi|0000000005350263748|ti|535026|pi|0|	1
pgi|0000000005350262917|ti|535026|pi|0|	1
pgi|0000000005350262796|ti|535026|pi|0|	1
pgi|0000000000535026194|ti|535026|pi|0|	1
pgi|0000000000535026721|ti|535026|pi|0|	1
pgi|0000000005350262870|ti|535026|pi|0|	1
pgi|0000000005350261323|ti|535026|pi|0|	1
pgi|0000000005350263382|ti|535026|pi|0|	1
pgi|0000000005350264210|ti|535026|pi|0|	1
pgi|0000000005350261885|ti|535026|pi|0|	1
pgi|0000000000535026693|ti|535026|pi|0|	1
pgi|0000000000535026350|ti|535026|pi|0|	1
pgi|0000000005350262703|ti|535026|pi|0|	1
pgi|0000000000535026153|ti|535026|pi|0|	1
pgi|0000000005350264043|ti|535026|pi|0|	1
pgi|0000000005350263472|ti|535026|pi|0|	1
pgi|0000000005350262016|ti|535026|pi|0|	1
pgi|0000000005350262911|ti|535026|pi|0|	1
pgi|0000000005350263455|ti|535026|pi|0|	1
pgi|0000000005350262623|ti|535026|pi|0|	1
pgi|0000000005350261888|ti|535026|pi|0|	1
pgi|0000000005350262991|ti|535026|pi|0|	1
pgi|0000000005350261555|ti|535026|pi|0|	1
pgi|0000000005350262186|ti|535026|pi|0|	1
pgi|0000000005350263353|ti|535026|pi|0|	1
pgi|0000000000535026773|ti|535026|pi|0|	1
pgi|0000000005350262679|ti|535026|pi|0|	1
pgi|0000000005350263694|ti|535026|pi|0|	1
pgi|0000000005350261948|ti|535026|pi|0|	1
pgi|0000000000535026175|ti|535026|pi|0|	1
pgi|0000000005350261377|ti|535026|pi|0|	1
pgi|0000000005350262042|ti|535026|pi|0|	1
pgi|0000000000535026329|ti|535026|pi|0|	1
pgi|0000000005350262722|ti|535026|pi|0|	1
pgi|0000000005350263623|ti|535026|pi|0|	1
pgi|0000000000535026199|ti|535026|pi|0|	1
pgi|0000000000535026608|ti|535026|pi|0|	1
pgi|0000000005350261166|ti|535026|pi|0|	1
pgi|0000000005350262168|ti|535026|pi|0|	1
pgi|0000000005350261522|ti|535026|pi|0|	1
pgi|0000000005350263637|ti|535026|pi|0|	1
pgi|0000000005350262832|ti|535026|pi|0|	1
pgi|0000000005350263280|ti|535026|pi|0|	1
pgi|0000000000053502614|ti|535026|pi|0|	1
pgi|0000000005350261680|ti|535026|pi|0|	1
pgi|0000000005350262427|ti|535026|pi|0|	1
pgi|0000000000535026106|ti|535026|pi|0|	1
pgi|0000000005350261762|ti|535026|pi|0|	1
pgi|0000000000535026985|ti|535026|pi|0|	1
pgi|0000000005350261681|ti|535026|pi|0|	1
pgi|0000000005350261893|ti|535026|pi|0|	1
pgi|0000000000535026771|ti|535026|pi|0|	1
pgi|0000000005350263674|ti|535026|pi|0|	1
pgi|0000000005350261794|ti|535026|pi|0|	1
pgi|0000000005350261479|ti|535026|pi|0|	1
pgi|0000000005350262243|ti|535026|pi|0|	1
pgi|0000000005350261144|ti|535026|pi|0|	1
pgi|0000000005350262939|ti|535026|pi|0|	1
pgi|0000000005350263782|ti|535026|pi|0|	1
pgi|0000000005350262814|ti|535026|pi|0|	1
pgi|0000000005350262813|ti|535026|pi|0|	1
pgi|0000000005350262280|ti|535026|pi|0|	1
pgi|0000000005350261543|ti|535026|pi|0|	1
pgi|0000000005350261251|ti|535026|pi|0|	1
pgi|0000000005350262576|ti|535026|pi|0|	1
pgi|0000000000535026339|ti|535026|pi|0|	1
pgi|0000000005350262855|ti|535026|pi|0|	1
pgi|0000000000053502615|ti|535026|pi|0|	1
pgi|0000000005350262463|ti|535026|pi|0|	1
pgi|0000000000053502656|ti|535026|pi|0|	1
pgi|0000000000053502637|ti|535026|pi|0|	1
pgi|0000000005350261428|ti|535026|pi|0|	1
pgi|0000000005350263348|ti|535026|pi|0|	1
pgi|0000000005350263339|ti|535026|pi|0|	1
pgi|0000000005350262465|ti|535026|pi|0|	1
pgi|0000000005350261927|ti|535026|pi|0|	1
pgi|0000000005350262537|ti|535026|pi|0|	1
pgi|0000000000535026698|ti|535026|pi|0|	1
pgi|0000000000535026340|ti|535026|pi|0|	1
pgi|0000000005350263481|ti|535026|pi|0|	1
pgi|0000000005350262251|ti|535026|pi|0|	1
pgi|0000000005350262704|ti|535026|pi|0|	1
pgi|0000000005350261787|ti|535026|pi|0|	1
pgi|0000000000535026709|ti|535026|pi|0|	1
pgi|0000000005350263139|ti|535026|pi|0|	1
pgi|0000000005350263910|ti|535026|pi|0|	1
pgi|0000000005350263824|ti|535026|pi|0|	1
pgi|0000000005350263315|ti|535026|pi|0|	1
pgi|0000000005350261936|ti|535026|pi|0|	1
pgi|0000000000535026405|ti|535026|pi|0|	1
pgi|0000000005350261590|ti|535026|pi|0|	1
pgi|0000000000535026823|ti|535026|pi|0|	1
pgi|0000000005350263615|ti|535026|pi|0|	1
pgi|0000000005350261858|ti|535026|pi|0|	1
pgi|0000000005350262531|ti|535026|pi|0|	1
pgi|0000000005350261664|ti|535026|pi|0|	1
pgi|0000000005350263313|ti|535026|pi|0|	1
pgi|0000000005350261341|ti|535026|pi|0|	1
pgi|0000000005350261030|ti|535026|pi|0|	1
pgi|0000000005350263574|ti|535026|pi|0|	1
pgi|0000000000535026539|ti|535026|pi|0|	1
pgi|0000000005350263427|ti|535026|pi|0|	1
pgi|0000000005350262536|ti|535026|pi|0|	1
pgi|0000000005350263786|ti|535026|pi|0|	1
pgi|0000000000535026954|ti|535026|pi|0|	1
pgi|0000000005350261145|ti|535026|pi|0|	1
pgi|0000000005350262344|ti|535026|pi|0|	1
pgi|0000000005350263452|ti|535026|pi|0|	1
pgi|0000000000535026550|ti|535026|pi|0|	1
pgi|0000000005350263576|ti|535026|pi|0|	1
pgi|0000000000535026521|ti|535026|pi|0|	1
pgi|0000000005350261639|ti|535026|pi|0|	1
pgi|0000000005350261723|ti|535026|pi|0|	1
pgi|0000000005350262759|ti|535026|pi|0|	1
pgi|0000000005350261407|ti|535026|pi|0|	1
pgi|0000000005350263573|ti|535026|pi|0|	1
pgi|0000000005350264090|ti|535026|pi|0|	1
pgi|0000000005350263611|ti|535026|pi|0|	1
pgi|0000000005350261922|ti|535026|pi|0|	1
pgi|0000000000535026677|ti|535026|pi|0|	1
pgi|0000000005350263832|ti|535026|pi|0|	1
pgi|0000000000053502691|ti|535026|pi|0|	1
pgi|0000000000053502612|ti|535026|pi|0|	1
pgi|0000000005350262864|ti|535026|pi|0|	1
pgi|0000000000535026833|ti|535026|pi|0|	1
pgi|0000000005350261016|ti|535026|pi|0|	1
pgi|0000000005350261517|ti|535026|pi|0|	1
pgi|0000000005350262769|ti|535026|pi|0|	1
pgi|0000000005350262358|ti|535026|pi|0|	1
pgi|0000000005350264227|ti|535026|pi|0|	1
pgi|0000000000053502617|ti|535026|pi|0|	1
pgi|0000000000535026390|ti|535026|pi|0|	1
pgi|0000000005350263325|ti|535026|pi|0|	1
pgi|0000000005350261887|ti|535026|pi|0|	1
pgi|0000000005350263960|ti|535026|pi|0|	1
pgi|0000000000535026265|ti|535026|pi|0|	1
pgi|0000000005350264125|ti|535026|pi|0|	1
pgi|0000000005350262144|ti|535026|pi|0|	1
pgi|0000000005350263182|ti|535026|pi|0|	1
pgi|0000000005350263971|ti|535026|pi|0|	1
pgi|0000000005350262971|ti|535026|pi|0|	1
pgi|0000000005350263755|ti|535026|pi|0|	1
pgi|0000000005350264311|ti|535026|pi|0|	1
pgi|0000000000535026149|ti|535026|pi|0|	1
pgi|0000000005350264109|ti|535026|pi|0|	1
pgi|0000000000535026683|ti|535026|pi|0|	1
pgi|0000000005350261289|ti|535026|pi|0|	1
pgi|0000000000535026144|ti|535026|pi|0|	1
pgi|0000000000535026182|ti|535026|pi|0|	1
pgi|0000000005350261398|ti|535026|pi|0|	1
pgi|0000000000535026918|ti|535026|pi|0|	1
pgi|0000000005350262244|ti|535026|pi|0|	1
pgi|0000000005350263679|ti|535026|pi|0|	1
pgi|0000000000535026820|ti|535026|pi|0|	1
pgi|0000000005350263232|ti|535026|pi|0|	1
pgi|0000000000053502618|ti|535026|pi|0|	1
pgi|0000000005350262505|ti|535026|pi|0|	1
pgi|0000000005350261829|ti|535026|pi|0|	1
pgi|0000000005350262541|ti|535026|pi|0|	1
pgi|0000000000535026519|ti|535026|pi|0|	1
pgi|0000000005350263560|ti|535026|pi|0|	1
pgi|0000000005350261410|ti|535026|pi|0|	1
pgi|0000000005350261080|ti|535026|pi|0|	1
pgi|0000000005350262306|ti|535026|pi|0|	1
pgi|0000000005350264277|ti|535026|pi|0|	1
pgi|0000000005350262425|ti|535026|pi|0|	1
pgi|0000000005350264015|ti|535026|pi|0|	1
pgi|0000000005350263246|ti|535026|pi|0|	1
pgi|0000000005350262812|ti|535026|pi|0|	1
pgi|0000000005350264270|ti|535026|pi|0|	1
pgi|0000000000053502697|ti|535026|pi|0|	1
pgi|0000000000535026398|ti|535026|pi|0|	1
pgi|0000000000535026470|ti|535026|pi|0|	1
pgi|0000000000535026277|ti|535026|pi|0|	1
pgi|0000000005350263247|ti|535026|pi|0|	1
pgi|0000000005350261593|ti|535026|pi|0|	1
pgi|0000000005350262925|ti|535026|pi|0|	1
pgi|0000000000535026569|ti|535026|pi|0|	1
pgi|0000000005350263948|ti|535026|pi|0|	1
pgi|0000000005350261889|ti|535026|pi|0|	1
pgi|0000000005350261190|ti|535026|pi|0|	1
pgi|0000000000535026172|ti|535026|pi|0|	1
pgi|0000000005350262328|ti|535026|pi|0|	1
pgi|0000000005350263031|ti|535026|pi|0|	1
pgi|0000000005350261396|ti|535026|pi|0|	1
pgi|0000000000535026581|ti|535026|pi|0|	1
pgi|0000000005350263441|ti|535026|pi|0|	1
pgi|0000000000535026552|ti|535026|pi|0|	1
pgi|0000000005350263995|ti|535026|pi|0|	1
pgi|0000000005350262638|ti|535026|pi|0|	1
pgi|0000000005350263064|ti|535026|pi|0|	1
pgi|0000000000535026819|ti|535026|pi|0|	1
pgi|0000000005350263355|ti|535026|pi|0|	1
pgi|0000000005350261404|ti|535026|pi|0|	1
pgi|0000000005350261013|ti|535026|pi|0|	1
pgi|0000000005350263743|ti|535026|pi|0|	1
pgi|0000000005350262237|ti|535026|pi|0|	1
pgi|0000000000535026943|ti|535026|pi|0|	1
pgi|0000000005350263957|ti|535026|pi|0|	1
pgi|0000000000535026583|ti|535026|pi|0|	1
pgi|0000000005350262188|ti|535026|pi|0|	1
pgi|0000000000535026940|ti|535026|pi|0|	1
pgi|0000000000535026733|ti|535026|pi|0|	1
pgi|0000000000535026425|ti|535026|pi|0|	1
pgi|0000000005350262133|ti|535026|pi|0|	1
pgi|0000000000535026676|ti|535026|pi|0|	1
pgi|0000000005350263346|ti|535026|pi|0|	1
pgi|0000000005350261986|ti|535026|pi|0|	1
pgi|0000000005350262819|ti|535026|pi|0|	1
pgi|0000000005350261747|ti|535026|pi|0|	1
pgi|0000000005350262554|ti|535026|pi|0|	1
pgi|0000000005350261759|ti|535026|pi|0|	1
pgi|0000000005350261129|ti|535026|pi|0|	1
pgi|0000000005350263798|ti|535026|pi|0|	1
pgi|0000000005350261162|ti|535026|pi|0|	1
pgi|0000000005350261968|ti|535026|pi|0|	1
pgi|0000000005350264159|ti|535026|pi|0|	1
pgi|0000000000535026197|ti|535026|pi|0|	1
pgi|0000000000535026791|ti|535026|pi|0|	1
pgi|0000000000535026462|ti|535026|pi|0|	1
pgi|0000000005350263781|ti|535026|pi|0|	1
pgi|0000000005350264041|ti|535026|pi|0|	1
pgi|0000000005350264037|ti|535026|pi|0|	1
pgi|0000000005350261792|ti|535026|pi|0|	1
pgi|0000000005350262510|ti|535026|pi|0|	1
pgi|0000000005350261778|ti|535026|pi|0|	1
pgi|0000000005350263191|ti|535026|pi|0|	1
pgi|0000000005350261717|ti|535026|pi|0|	1
pgi|0000000005350263542|ti|535026|pi|0|	1
pgi|0000000005350263229|ti|535026|pi|0|	1
pgi|0000000005350263334|ti|535026|pi|0|	1
pgi|0000000005350262453|ti|535026|pi|0|	1
pgi|0000000005350262546|ti|535026|pi|0|	1
pgi|0000000000535026541|ti|535026|pi|0|	1
pgi|0000000005350264085|ti|535026|pi|0|	1
pgi|0000000005350262548|ti|535026|pi|0|	1
pgi|0000000005350262645|ti|535026|pi|0|	1
pgi|0000000005350261934|ti|535026|pi|0|	1
pgi|0000000005350262215|ti|535026|pi|0|	1
pgi|0000000005350263665|ti|535026|pi|0|	1
pgi|0000000005350264058|ti|535026|pi|0|	1
pgi|0000000005350263595|ti|535026|pi|0|	1
pgi|0000000005350263257|ti|535026|pi|0|	1
pgi|0000000005350263138|ti|535026|pi|0|	1
pgi|0000000005350262848|ti|535026|pi|0|	1
pgi|0000000005350262432|ti|535026|pi|0|	1
pgi|0000000005350262342|ti|535026|pi|0|	1
pgi|0000000000535026762|ti|535026|pi|0|	1
pgi|0000000005350263598|ti|535026|pi|0|	1
pgi|0000000005350264044|ti|535026|pi|0|	1
pgi|0000000005350263243|ti|535026|pi|0|	1
pgi|0000000005350262493|ti|535026|pi|0|	1
pgi|0000000000535026706|ti|535026|pi|0|	1
pgi|0000000005350261928|ti|535026|pi|0|	1
pgi|0000000000535026942|ti|535026|pi|0|	1
pgi|0000000005350262612|ti|535026|pi|0|	1
pgi|0000000005350261087|ti|535026|pi|0|	1
pgi|0000000000535026383|ti|535026|pi|0|	1
pgi|0000000005350262289|ti|535026|pi|0|	1
pgi|0000000000535026447|ti|535026|pi|0|	1
pgi|0000000000535026864|ti|535026|pi|0|	1
pgi|0000000005350261229|ti|535026|pi|0|	1
pgi|0000000000535026572|ti|535026|pi|0|	1
pgi|0000000005350263821|ti|535026|pi|0|	1
pgi|0000000000535026542|ti|535026|pi|0|	1
pgi|0000000005350263770|ti|535026|pi|0|	1
pgi|0000000005350263188|ti|535026|pi|0|	1
pgi|0000000000535026523|ti|535026|pi|0|	1
pgi|0000000005350262906|ti|535026|pi|0|	1
pgi|0000000005350262677|ti|535026|pi|0|	1
pgi|0000000005350262209|ti|535026|pi|0|	1
pgi|0000000005350262670|ti|535026|pi|0|	1
pgi|0000000005350262088|ti|535026|pi|0|	1
pgi|0000000005350262961|ti|535026|pi|0|	1
pgi|0000000005350261188|ti|535026|pi|0|	1
pgi|0000000000535026323|ti|535026|pi|0|	1
pgi|0000000000535026417|ti|535026|pi|0|	1
pgi|0000000005350262555|ti|535026|pi|0|	1
pgi|0000000005350261027|ti|535026|pi|0|	1
pgi|0000000005350261453|ti|535026|pi|0|	1
pgi|0000000000535026260|ti|535026|pi|0|	1
pgi|0000000000535026588|ti|535026|pi|0|	1
pgi|0000000005350261745|ti|535026|pi|0|	1
pgi|0000000000535026894|ti|535026|pi|0|	1
pgi|0000000000535026503|ti|535026|pi|0|	1
pgi|0000000005350262182|ti|535026|pi|0|	1
pgi|0000000005350261943|ti|535026|pi|0|	1
pgi|0000000005350262550|ti|535026|pi|0|	1
pgi|0000000005350261702|ti|535026|pi|0|	1
pgi|0000000000535026665|ti|535026|pi|0|	1
pgi|0000000005350264130|ti|535026|pi|0|	1
pgi|0000000005350261360|ti|535026|pi|0|	1
pgi|0000000005350262211|ti|535026|pi|0|	1
pgi|0000000005350261865|ti|535026|pi|0|	1
pgi|0000000000535026158|ti|535026|pi|0|	1
pgi|0000000000535026504|ti|535026|pi|0|	1
pgi|0000000005350262626|ti|535026|pi|0|	1
pgi|0000000005350262611|ti|535026|pi|0|	1
pgi|0000000005350263318|ti|535026|pi|0|	1
pgi|0000000000535026707|ti|535026|pi|0|	1
pgi|0000000005350264002|ti|535026|pi|0|	1
pgi|0000000005350263695|ti|535026|pi|0|	1
pgi|0000000005350262149|ti|535026|pi|0|	1
pgi|0000000005350262616|ti|535026|pi|0|	1
pgi|0000000000535026143|ti|535026|pi|0|	1
pgi|0000000000535026141|ti|535026|pi|0|	1
pgi|0000000000535026142|ti|535026|pi|0|	1
pgi|0000000005350261460|ti|535026|pi|0|	1
pgi|0000000005350262507|ti|535026|pi|0|	1
pgi|0000000005350263180|ti|535026|pi|0|	1
pgi|0000000005350263986|ti|535026|pi|0|	1
pgi|0000000005350263871|ti|535026|pi|0|	1
pgi|0000000005350261312|ti|535026|pi|0|	1
pgi|0000000005350262903|ti|535026|pi|0|	1
pgi|0000000005350264164|ti|535026|pi|0|	1
pgi|0000000005350263483|ti|535026|pi|0|	1
pgi|0000000005350263295|ti|535026|pi|0|	1
pgi|0000000005350263732|ti|535026|pi|0|	1
pgi|0000000005350264222|ti|535026|pi|0|	1
pgi|0000000005350263946|ti|535026|pi|0|	1
pgi|0000000005350263959|ti|535026|pi|0|	1
pgi|0000000005350262801|ti|535026|pi|0|	1
pgi|0000000005350262815|ti|535026|pi|0|	1
pgi|0000000005350262347|ti|535026|pi|0|	1
pgi|0000000005350263444|ti|535026|pi|0|	1
pgi|0000000000535026973|ti|535026|pi|0|	1
pgi|0000000005350263028|ti|535026|pi|0|	1
pgi|0000000005350263224|ti|535026|pi|0|	1
pgi|0000000005350263416|ti|535026|pi|0|	1
pgi|0000000000535026313|ti|535026|pi|0|	1
pgi|0000000005350264242|ti|535026|pi|0|	1
pgi|0000000000535026458|ti|535026|pi|0|	1
