protein_id	PS
AQZ92445.1	1
AQZ93051.1	5
AQZ89071.1	12
AQZ92237.1	2
AQZ92895.1	2
AQZ91089.1	1
AQZ92340.1	1
AQZ92097.1	1
AQZ89698.1	1
AQZ91395.1	7
AQZ90230.1	1
AQZ91605.1	2
AQZ92108.1	4
AQZ91597.1	1
AQZ89523.1	2
AQZ91320.1	1
AQZ91608.1	1
AQZ89760.1	2
AQZ92515.1	1
AQZ90504.1	1
AQZ93010.1	13
AQZ89352.1	1
AQZ90903.1	1
AQZ92791.1	11
AQZ89092.1	1
AQZ89743.1	1
AQZ92317.1	1
AQZ90588.1	5
AQZ89986.1	1
AQZ89676.1	1
AQZ90614.1	1
AQZ89470.1	1
AQZ92143.1	9
AQZ92960.1	1
AQZ90201.1	4
AQZ92691.1	2
AQZ92245.1	8
AQZ91056.1	11
AQZ89704.1	1
AQZ91184.1	1
AQZ93005.1	1
AQZ90144.1	5
AQZ91279.1	2
AQZ90774.1	15
AQZ89114.1	1
AQZ91928.1	4
AQZ89699.1	1
AQZ92457.1	4
AQZ90052.1	8
AQZ91425.1	11
AQZ91588.1	1
AQZ89853.1	1
AQZ91875.1	2
AQZ93186.1	21
AQZ90547.1	1
AQZ90311.1	1
AQZ89525.1	1
AQZ89768.1	4
AQZ91430.1	1
AQZ89461.1	5
AQZ89796.1	1
AQZ89419.1	1
AQZ89724.1	2
AQZ90545.1	1
AQZ92324.1	1
AQZ90346.1	1
AQZ90890.1	19
AQZ89910.1	1
AQZ91791.1	1
AQZ89044.1	1
AQZ90303.1	1
AQZ92049.1	1
AQZ90051.1	5
AQZ90752.1	1
AQZ89917.1	1
AQZ91387.1	1
AQZ91740.1	13
AQZ89089.1	2
AQZ93178.1	2
AQZ91889.1	1
AQZ89205.1	1
AQZ89398.1	2
AQZ91086.1	1
AQZ90419.1	1
AQZ91516.1	1
AQZ93129.1	1
AQZ90444.1	1
AQZ93060.1	1
AQZ90562.1	1
AQZ92362.1	9
AQZ89358.1	12
AQZ90381.1	1
AQZ90062.1	1
AQZ90158.1	4
AQZ92512.1	8
AQZ90405.1	1
AQZ89023.1	1
AQZ91610.1	1
AQZ90364.1	11
AQZ89436.1	1
AQZ90277.1	2
AQZ93137.1	1
AQZ89595.1	1
AQZ92631.1	1
AQZ90338.1	1
AQZ92183.1	1
AQZ90009.1	1
AQZ91601.1	1
AQZ90208.1	1
AQZ90945.1	12
AQZ91685.1	1
AQZ91297.1	1
AQZ90487.1	1
AQZ89640.1	1
AQZ89995.1	2
AQZ90672.1	1
AQZ90109.1	5
AQZ89833.1	5
AQZ89571.1	1
AQZ90322.1	1
AQZ90048.1	16
AQZ92870.1	1
AQZ91471.1	1
AQZ90766.1	2
AQZ89623.1	1
AQZ89239.1	1
AQZ90899.1	1
AQZ92201.1	1
AQZ91464.1	1
AQZ89567.1	1
AQZ91030.1	11
AQZ89263.1	1
AQZ90608.1	5
AQZ91460.1	1
AQZ88985.1	1
AQZ91892.1	2
AQZ92010.1	1
AQZ91550.1	17
AQZ89472.1	1
AQZ92765.1	1
AQZ92246.1	1
AQZ92652.1	1
AQZ90572.1	1
AQZ93024.1	1
AQZ92035.1	1
AQZ89650.1	1
AQZ91036.1	11
AQZ89115.1	11
AQZ90847.1	1
AQZ89649.1	2
AQZ91419.1	2
AQZ91935.1	1
AQZ90468.1	1
AQZ90470.1	2
AQZ91100.1	8
AQZ91523.1	11
AQZ89439.1	1
AQZ91938.1	1
AQZ92423.1	1
AQZ90826.1	1
AQZ92617.1	1
AQZ90582.1	2
AQZ89394.1	7
AQZ92986.1	2
AQZ89684.1	1
AQZ89737.1	1
AQZ92722.1	1
AQZ89155.1	1
AQZ93059.1	2
AQZ89896.1	4
AQZ92778.1	1
AQZ90301.1	1
AQZ90706.1	1
AQZ89821.1	1
AQZ90515.1	2
AQZ92609.1	1
AQZ89532.1	1
AQZ92883.1	1
AQZ91914.1	1
AQZ89616.1	1
AQZ90641.1	7
AQZ90682.1	2
AQZ92737.1	2
AQZ89974.1	5
AQZ90369.1	1
AQZ92761.1	2
AQZ89961.1	1
AQZ90635.1	3
AQZ89018.1	1
AQZ90869.1	1
AQZ91423.1	4
AQZ92430.1	2
AQZ92239.1	1
AQZ91651.1	1
AQZ91173.1	1
AQZ91706.1	1
AQZ92662.1	1
AQZ90864.1	9
AQZ89075.1	1
AQZ89663.1	2
AQZ92969.1	1
AQZ90982.1	12
AQZ88916.1	2
AQZ90484.1	5
AQZ91317.1	1
AQZ93135.1	2
AQZ89881.1	1
AQZ89190.1	2
AQZ88953.1	1
AQZ92893.1	3
AQZ92270.1	1
AQZ89540.1	1
AQZ89671.1	1
AQZ92692.1	1
AQZ90176.1	3
AQZ91756.1	1
AQZ91669.1	1
AQZ93101.1	11
AQZ90022.1	9
AQZ92912.1	11
AQZ91491.1	2
AQZ92320.2	2
AQZ91336.1	1
AQZ92414.1	4
AQZ89024.1	1
AQZ89421.1	1
AQZ91804.1	1
AQZ91377.1	5
AQZ92030.1	1
AQZ91607.1	1
AQZ88947.1	1
AQZ92487.1	1
AQZ89389.1	2
AQZ89005.1	1
AQZ92747.1	2
AQZ90012.1	1
AQZ91282.1	1
AQZ89905.1	1
AQZ92687.1	1
AQZ91674.1	9
AQZ91185.1	4
AQZ91238.1	4
AQZ89560.1	5
AQZ89958.1	1
AQZ89716.1	5
AQZ90985.1	12
AQZ91988.1	2
AQZ90462.1	1
AQZ90703.1	1
AQZ91921.1	2
AQZ89693.1	1
AQZ90532.1	1
AQZ90456.1	1
AQZ90166.1	4
AQZ92863.1	1
AQZ92161.1	1
AQZ92762.1	2
AQZ93181.1	3
AQZ92695.1	1
AQZ92037.1	8
AQZ89408.1	1
AQZ91870.1	5
AQZ92064.1	9
AQZ92266.1	1
AQZ89265.1	1
AQZ91936.1	1
AQZ90298.1	4
AQZ91122.1	9
AQZ89688.1	5
AQZ92810.1	2
AQZ89924.1	1
AQZ91866.1	2
AQZ91380.1	1
AQZ91752.1	2
AQZ89834.1	1
AQZ89200.1	1
AQZ91795.1	1
AQZ91047.1	7
AQZ90365.1	11
AQZ90000.1	1
AQZ92033.1	1
AQZ91348.1	1
AQZ92507.1	13
AQZ91554.1	1
AQZ90754.1	1
AQZ92819.1	2
AQZ92104.1	1
AQZ92718.1	2
AQZ92595.1	1
AQZ91097.1	1
AQZ89727.1	1
AQZ90846.1	1
AQZ91427.1	1
AQZ91871.1	5
AQZ90315.1	1
AQZ91774.1	1
AQZ91393.1	1
AQZ92880.1	1
AQZ91748.1	1
AQZ90304.1	7
AQZ92227.1	1
AQZ92671.1	1
AQZ89230.1	2
AQZ91569.1	2
AQZ89097.1	1
AQZ91719.1	1
AQZ91296.1	1
AQZ89511.1	1
AQZ90050.1	1
AQZ91486.1	2
AQZ90778.1	2
AQZ90384.1	5
AQZ90633.1	14
AQZ92613.1	3
AQZ90505.1	2
AQZ89386.1	8
AQZ91155.1	2
AQZ92693.1	1
AQZ90033.1	1
AQZ89501.1	1
AQZ90330.1	1
AQZ90076.1	2
AQZ92396.1	1
AQZ89423.1	2
AQZ93112.1	1
AQZ90185.1	1
AQZ89907.1	1
AQZ89086.1	1
AQZ89236.1	1
AQZ89801.1	13
AQZ89426.1	1
AQZ92042.1	1
AQZ91212.1	1
AQZ89435.1	3
AQZ89779.1	1
AQZ90866.1	4
AQZ90047.1	9
AQZ90845.1	15
AQZ90618.1	2
AQZ89514.1	4
AQZ92295.1	1
AQZ90272.1	2
AQZ91624.1	1
AQZ90262.1	2
AQZ92128.1	1
AQZ89962.2	5
AQZ91564.1	1
AQZ89167.1	1
AQZ90225.1	1
AQZ92169.1	4
AQZ91355.1	5
AQZ93228.1	8
AQZ91378.1	1
AQZ89402.1	3
AQZ90849.1	1
AQZ92830.1	1
AQZ90798.1	1
AQZ91987.1	1
AQZ90760.1	1
AQZ92075.1	3
AQZ92009.1	1
AQZ91614.1	2
AQZ91156.1	5
AQZ92840.1	1
AQZ91627.1	1
AQZ91250.1	1
AQZ90684.1	3
AQZ92107.1	4
AQZ89385.1	2
AQZ89131.1	1
AQZ90323.1	1
AQZ90403.1	1
AQZ91646.1	1
AQZ91094.1	1
AQZ90569.1	1
AQZ91712.1	1
AQZ89061.1	1
AQZ91830.1	3
AQZ91200.1	9
AQZ90949.1	9
AQZ91773.1	1
AQZ92518.1	2
AQZ91407.1	1
AQZ89489.1	2
AQZ92767.1	2
AQZ92411.1	1
AQZ89680.1	4
AQZ89110.1	1
AQZ89982.1	1
AQZ92126.1	1
AQZ93172.1	2
AQZ91854.1	1
AQZ90786.1	15
AQZ91463.1	3
AQZ90174.1	11
AQZ90805.1	1
AQZ89719.1	2
AQZ92180.1	1
AQZ88932.1	1
AQZ91397.1	8
AQZ90737.1	1
AQZ92854.1	1
AQZ89317.1	1
AQZ92919.1	1
AQZ89967.1	5
AQZ92338.1	1
AQZ90926.1	1
AQZ89068.1	4
AQZ91033.1	3
AQZ91438.1	1
AQZ92138.1	1
AQZ90892.1	1
AQZ90265.1	1
AQZ91996.1	1
AQZ89944.1	1
AQZ91310.1	1
AQZ92827.1	2
AQZ90395.1	1
AQZ92658.1	1
AQZ91497.1	2
AQZ92098.1	1
AQZ90710.1	1
AQZ92844.1	1
AQZ90556.1	1
AQZ92947.1	2
AQZ92814.1	1
AQZ93046.1	2
AQZ92651.1	2
AQZ92921.1	1
AQZ91439.1	5
AQZ92363.1	1
AQZ92943.1	4
AQZ89755.1	9
AQZ89859.1	1
AQZ90425.1	4
AQZ90223.1	9
AQZ89347.1	1
AQZ89745.1	1
AQZ91235.1	1
AQZ92976.1	1
AQZ89606.1	1
AQZ92258.1	2
AQZ90796.1	2
AQZ90117.1	1
AQZ89819.1	9
AQZ93243.1	2
AQZ92842.1	1
AQZ90445.1	1
AQZ91742.1	1
AQZ91160.1	5
AQZ90901.1	1
AQZ92205.1	4
AQZ93128.1	1
AQZ88914.1	2
AQZ91454.1	1
AQZ91555.1	11
AQZ91140.1	3
AQZ89864.1	1
AQZ90283.1	2
AQZ93114.1	4
AQZ91887.1	1
AQZ89630.1	2
AQZ89752.1	1
AQZ89305.1	2
AQZ91446.1	1
AQZ91863.1	1
AQZ89041.1	1
AQZ91064.1	2
AQZ91584.1	2
AQZ90852.1	2
AQZ92339.1	1
AQZ91435.1	1
AQZ90877.1	11
AQZ92980.1	1
AQZ92815.1	1
AQZ91619.1	1
AQZ92745.1	4
AQZ92982.1	1
AQZ91262.1	1
AQZ92392.1	1
AQZ92313.1	1
AQZ91965.1	1
AQZ90643.1	1
AQZ91207.1	1
AQZ90873.1	1
AQZ91043.1	3
AQZ90920.1	12
AQZ91035.1	12
AQZ90915.1	11
AQZ90922.1	12
AQZ90171.1	4
AQZ89658.1	1
AQZ92007.1	1
AQZ89996.1	2
AQZ90707.1	1
AQZ90017.1	1
AQZ91376.1	1
AQZ89123.1	1
AQZ90008.1	1
AQZ91039.1	5
AQZ92375.1	2
AQZ92400.1	1
